"SQ1 Personal Income Summary: Personal Income, Population, Per Capita Personal Income"
"Personal income (thousands of dollars)" 
"Bureau of Economic Analysis" 
"State or DC"
"GeoFips","GeoName","1948Q1","1948Q2","1948Q3","1948Q4","1949Q1","1949Q2","1949Q3","1949Q4","1950Q1","1950Q2","1950Q3","1950Q4","1951Q1","1951Q2","1951Q3","1951Q4","1952Q1","1952Q2","1952Q3","1952Q4","1953Q1","1953Q2","1953Q3","1953Q4","1954Q1","1954Q2","1954Q3","1954Q4","1955Q1","1955Q2","1955Q3","1955Q4","1956Q1","1956Q2","1956Q3","1956Q4","1957Q1","1957Q2","1957Q3","1957Q4","1958Q1","1958Q2","1958Q3","1958Q4","1959Q1","1959Q2","1959Q3","1959Q4","1960Q1","1960Q2","1960Q3","1960Q4","1961Q1","1961Q2","1961Q3","1961Q4","1962Q1","1962Q2","1962Q3","1962Q4","1963Q1","1963Q2","1963Q3","1963Q4","1964Q1","1964Q2","1964Q3","1964Q4","1965Q1","1965Q2","1965Q3","1965Q4","1966Q1","1966Q2","1966Q3","1966Q4","1967Q1","1967Q2","1967Q3","1967Q4","1968Q1","1968Q2","1968Q3","1968Q4","1969Q1","1969Q2","1969Q3","1969Q4","1970Q1","1970Q2","1970Q3","1970Q4","1971Q1","1971Q2","1971Q3","1971Q4","1972Q1","1972Q2","1972Q3","1972Q4","1973Q1","1973Q2","1973Q3","1973Q4","1974Q1","1974Q2","1974Q3","1974Q4","1975Q1","1975Q2","1975Q3","1975Q4","1976Q1","1976Q2","1976Q3","1976Q4","1977Q1","1977Q2","1977Q3","1977Q4","1978Q1","1978Q2","1978Q3","1978Q4","1979Q1","1979Q2","1979Q3","1979Q4","1980Q1","1980Q2","1980Q3","1980Q4","1981Q1","1981Q2","1981Q3","1981Q4","1982Q1","1982Q2","1982Q3","1982Q4","1983Q1","1983Q2","1983Q3","1983Q4","1984Q1","1984Q2","1984Q3","1984Q4","1985Q1","1985Q2","1985Q3","1985Q4","1986Q1","1986Q2","1986Q3","1986Q4","1987Q1","1987Q2","1987Q3","1987Q4","1988Q1","1988Q2","1988Q3","1988Q4","1989Q1","1989Q2","1989Q3","1989Q4","1990Q1","1990Q2","1990Q3","1990Q4","1991Q1","1991Q2","1991Q3","1991Q4","1992Q1","1992Q2","1992Q3","1992Q4","1993Q1","1993Q2","1993Q3","1993Q4","1994Q1","1994Q2","1994Q3","1994Q4","1995Q1","1995Q2","1995Q3","1995Q4","1996Q1","1996Q2","1996Q3","1996Q4","1997Q1","1997Q2","1997Q3","1997Q4","1998Q1","1998Q2","1998Q3","1998Q4","1999Q1","1999Q2","1999Q3","1999Q4","2000Q1","2000Q2","2000Q3","2000Q4","2001Q1","2001Q2","2001Q3","2001Q4","2002Q1","2002Q2","2002Q3","2002Q4","2003Q1","2003Q2","2003Q3","2003Q4","2004Q1","2004Q2","2004Q3","2004Q4","2005Q1","2005Q2","2005Q3","2005Q4","2006Q1","2006Q2","2006Q3","2006Q4","2007Q1","2007Q2","2007Q3","2007Q4","2008Q1","2008Q2","2008Q3","2008Q4","2009Q1","2009Q2","2009Q3","2009Q4","2010Q1","2010Q2","2010Q3","2010Q4","2011Q1","2011Q2","2011Q3","2011Q4","2012Q1","2012Q2","2012Q3","2012Q4","2013Q1","2013Q2","2013Q3","2013Q4","2014Q1","2014Q2","2014Q3","2014Q4","2015Q1","2015Q2","2015Q3","2015Q4"
"12000","Florida",3075724,3124480,3255396,3286160,3269692,3314616,3311516,3367464,3771328,3683952,3778628,3908000,4107824,4272188,4360932,4409132,4691712,4800528,4920364,4989856,5321072,5397008,5423108,5489036,5635152,5643388,5708440,5799032,6285756,6448248,6604688,6721008,7378824,7514560,7585676,7725316,8208416,8306332,8431488,8477356,8883364,8970732,9131748,9335896,9643632,9945552,10146776,10289312,10297040,10437836,10434864,10748880,10823768,10977524,11204528,11418384,11634368,11911912,12114936,12283276,12562564,12664104,12972732,13322136,13669108,14007236,14205336,14566256,14908692,15182992,15633368,16083404,16387664,16741364,17214580,17568268,18122008,18487712,19030960,19503084,20343216,21240724,22086152,22776988,23908364,24534768,25591304,26626048,27124828,28284500,28952340,29534444,30525248,31603372,32414060,33359188,34776360,35826860,37014896,39524348,40294472,42012104,43779880,45078968,46325320,47626608,48997144,49671668,50846904,52240448,53251384,54121972,55593440,56643928,57653364,59446312,60641820,62836264,65271728,67982148,70325120,72427772,75792036,78134536,81027916,83065272,86651120,89936084,94597332,97565156,101718592,106817796,110709256,113961304,118664924,119971580,122488992,123712452,126476260,128387076,134146920,137574216,140519592,144726860,148715416,152614468,157097148,161379888,164893952,168788612,171848632,175832684,179998996,183247672,185791988,187883216,192862652,196606208,201219792,206899188,211174480,214825652,221658252,227181480,236809004,241854792,246607912,251308620,255853360,259244964,262217960,263057988,266346272,269086484,270812652,274959120,279272756,284362904,288520876,293735116,299937796,303364044,305359676,308417356,312231668,318650704,322435856,328461900,337077728,341700596,346687620,351924844,358282272,364663008,368997300,373585948,379996504,384361304,390843716,396921748,409520048,417138000,422640276,426231728,431793672,436569036,442297504,448094712,465941972,470367392,478158816,485378560,496066572,500078000,500895252,503321268,510782000,515829992,519288184,525704824,529714348,536190988,546269816,559391504,572942512,586883688,597784148,613821888,627799608,640480064,655447312,666488832,693367796,700999160,708113628,717875116,725061932,732239364,738003712,739533264,740540991,758684708,740812441,725680228,703735807,701471584,693960689,697197284,714532186,725503900,734593378,745061160,763519257,772681380,778911111,783283552,781466116,790164648,795321512,826600888,798206761,806287652,814479851,819684696,834620777,845722628,854162663,866204916,877712039,889715064,901177487,908153626
"13000","Georgia",3128620,3231536,3312008,3363772,3297040,3274864,3258168,3287096,3679636,3675548,3813448,3922080,4170140,4355472,4482984,4573436,4666824,4712044,4779244,4857216,4818292,4926108,4911092,4900096,4920116,4853032,4861064,4910204,5175132,5327332,5482216,5556612,5670676,5716868,5788044,5892508,5882524,5964080,6034236,6030936,6110576,6169284,6305220,6355544,6511372,6600280,6682612,6780704,6820112,6967556,6991868,7014648,7093412,7174012,7246608,7487132,7584932,7734608,7853928,8002324,8182188,8363084,8578516,8773572,8919084,9061956,9267480,9472460,9749576,9964436,10272480,10543792,10796536,11037128,11263032,11599848,11891248,12004776,12252740,12412332,12779412,13245960,13614212,13961920,14264352,14731136,15212740,15567068,15760676,16146188,16347272,16834024,17253128,17845800,18199060,18583712,19275308,19664828,20373420,21328008,21721456,22402620,23076312,23891040,24182480,24676484,25332940,25751272,25844436,26659788,27234060,28273460,29045336,29638484,30317588,30985944,31427900,32577488,33727136,34906968,35936764,37026000,38222276,39317440,40502468,41323176,42642184,43988816,44969756,45864996,47349876,49538220,51143892,52209268,54099008,54910128,55903192,56981236,58002492,59108048,60610088,62195476,63738148,65858472,68465808,70532988,72601356,74331632,76070084,77374352,79094372,81017252,83346992,84583664,86342396,87884680,89252344,90659884,92878640,95418412,96825544,99315500,101586044,103614108,106094420,107051220,108878452,110638664,113439284,115039620,116870116,116802876,118196828,120320920,121770796,124181900,127773548,130525860,132458672,134491680,136609068,138846008,139839536,142576496,145378252,149460696,151432880,154954848,158755396,160217968,163120000,166798168,169851060,174759504,177204476,179322096,183014168,184551964,187645964,191426808,197882640,202476476,207565592,210912676,214505776,215987204,218528664,223758864,231224696,235043400,237811768,240168212,244864052,247512572,248514748,250744560,250579492,254047008,254692528,257187544,258583776,261290488,264248532,266917704,269580212,274664232,278560908,283075960,286446348,291384768,296053024,304243292,309950736,312865308,316222348,321535944,330347800,333189796,333956380,334166256,337010773,348359360,340423415,338926004,328717626,332903120,331108270,330935196,329574749,332788668,336456171,341263716,354736329,357087012,362052303,362311144,363902619,366707708,367969277,379501088,370844623,375114920,377275773,379797608,385654882,391011908,396188754,401519064,407109310,411530088,417304915,421152320
"15000","Hawaii","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",729888,769596,812008,852368,877360,913424,944956,971340,996009,1015369,1027821,1050873,1056027,1062643,1063807,1062567,1064392,1069484,1071192,1080588,1100533,1110461,1126489,1153293,1160209,1171653,1182345,1197201,1227912,1241952,1257956,1269368,1258192,1269452,1318916,1340656,1401530,1424614,1444390,1476490,1562132,1618040,1642144,1676856,1719728,1746612,1771036,1807836,1811872,1859700,1912076,1957560,1965796,1999664,2017800,2071608,2121320,2171924,2223036,2247956,2315288,2364896,2446884,2498668,2600744,2601844,2602480,2641524,2720668,2783920,2881480,2938164,3006254,3124090,3277770,3318026,3473744,3537252,3691372,3883832,4033892,4170712,4318676,4394528,4447896,4549596,4642772,4716836,4797401,4954329,5126325,5337101,5441261,5514805,5627021,5794501,6027917,6259561,6507297,6666213,6708805,6865245,6980269,7189633,7266906,7381106,7534574,7670810,7828204,7961768,8106224,8403984,8564748,8777936,9121788,9389400,9667060,9912600,10185292,10437256,11093624,11253720,11524348,11971272,12330484,12458152,12544432,12231112,12763080,12922460,13161952,13460436,14147152,14269964,14399100,14863180,14992688,15395784,15621244,15806668,16174960,16342588,16526188,16769976,17065340,17309120,17630844,17867448,18068264,18382372,18780400,19261616,19661432,20172392,20699736,21311836,22005412,22630772,23191976,23633472,24180180,24667972,25148076,25728116,25852944,26089760,26479632,27043060,27796536,28361240,28591892,28949340,29547752,29598620,29391320,29350964,29788896,29922580,30187544,30586128,30649188,30911080,30783488,30762728,30724448,30769352,30788868,30859424,31379036,31616332,32052000,32119536,32309856,32195940,32239732,32359984,32647816,32917324,33648176,33797884,34426632,35083584,35254400,35667272,36103764,36183816,36574328,36525380,37475536,37884564,38189968,38637392,39129500,39585220,39976604,40704364,41834808,42616456,43453896,44434156,45046200,45862620,46272336,47262004,48722184,49250092,50007320,50488240,51491664,52291144,53110892,53740384,54701812,56370680,55592788,55246124,55357368,55598948,55178488,55226656,55708272,56269732,57149744,57801992,58503968,58839048,59335024,60039532,60996980,61844972,61939720,63154136,61829100,62176048,62634812,63109216,64148488,65074844,65790744,66377720,67186223,68057030,68768229,69482093
"16000","Idaho",716745,738733,746665,758709,732413,743837,734457,722561,774814,769878,798934,818082,860184,887748,904396,923780,930864,970856,1022156,1010680,967452,924288,929256,936800,955364,949972,952820,963900,986944,1012648,1004208,1022792,1071772,1098588,1132732,1139080,1141744,1167472,1196080,1199552,1184188,1182368,1203164,1229956,1247740,1265984,1268856,1298136,1306388,1301492,1298736,1296736,1340896,1361000,1392328,1419500,1473188,1480184,1469808,1475836,1487832,1485912,1528416,1531436,1521852,1529604,1564420,1617160,1719272,1743160,1815064,1838912,1836584,1793920,1773080,1809392,1841780,1872704,1955084,1996664,2019380,2050152,2051180,2067516,2261960,2361492,2406112,2451172,2539060,2582860,2654104,2692896,2755168,2833692,2878992,2972852,3064448,3165860,3323480,3513776,3527036,3678836,3829424,4081920,4281812,4324572,4546752,4619624,4575556,4676284,4839084,5021188,5216892,5283436,5385700,5532504,5579976,5691216,5900516,6231592,6386892,6640744,6846180,7077444,7134864,7231776,7469360,7725776,8042136,7959504,8368636,8897084,8966756,9061516,9369272,9288888,9334072,9487868,9610944,9822844,10346028,10339020,10256664,10509420,10721708,10973240,11222828,11416052,11573128,11594640,11606696,11762800,11776792,11839644,11987392,12006028,12170804,12352380,12573584,12866904,13121496,13438484,13788192,13751400,14598508,14811756,14969596,15317952,15903800,16087292,16266384,16379440,16568132,16846896,17041328,17483616,18132764,18577816,18939200,19065312,20007412,20409384,20371692,21158004,21264576,21778936,22189572,22444192,22999188,23293676,23629472,24298908,24563256,25178332,25113404,25369064,25639156,25909840,26395924,26722640,27755932,28201792,28588288,29087780,29790052,29897008,30267344,31111784,31962896,32776548,32936688,33608252,34218376,34542480,34417072,34496464,34894392,35105764,35567992,36108500,36177900,36525276,37092720,37617324,39071364,39917504,40299308,41120636,41442192,42153988,42941636,43795240,45857168,46884836,46949936,47973012,49084904,49466332,49598216,50234824,50118935,51630956,50375909,49509576,48699602,48772740,48748114,48967112,49564039,50048580,50527013,51218416,52516593,52899896,53490607,53600548,54308326,55059668,55524342,57504496,56434687,57280736,57916117,58303512,58761618,59881600,60244030,61275784,61233575,61864978,62490242,62742616
"17000","Illinois",15213260,15486304,15898112,15800688,14876704,14734600,14642232,14634080,15454476,15752168,16385632,17078256,17431756,17966736,18170972,18507900,18373432,18633976,19092436,19676724,19953500,20333028,20387992,20357092,20271384,20240508,20371684,20732396,20974860,21520436,21993464,22354236,23040444,23453236,23874484,24453700,24473288,24666140,24901000,24838656,24681524,24799484,25033184,25334928,25874908,26552252,26613848,26888892,27131592,27248508,27507632,27488376,27813908,28149572,28631076,29051688,29420240,29980820,30112828,30407808,30653184,30910352,31337740,31755072,32347700,33009372,33612904,34252500,34941156,35654972,36421548,37479600,38117536,38657692,39554684,40319852,40804072,41312932,42147372,42316104,43248796,44244628,44974184,45987352,47018716,48194288,49228236,49853096,50501028,50943056,52196136,52919288,53344780,55227936,56023236,57196772,58317528,59205720,60304392,62799584,64265556,66072688,67737092,70055236,70859792,71706884,74249992,76450376,77532508,79040428,80991904,82739936,84603456,85752464,87688148,89601640,91703092,94388892,96600504,99454940,101636752,104345796,106861500,108963472,111507688,113670204,117560964,119911972,122359036,122197728,126150992,130361664,134345900,136431148,141202360,143210744,143219284,146556408,148299008,149457952,149657204,151416528,153811520,158204288,162981048,167510688,171213840,173413400,174990740,176223932,178162768,180975484,182711036,186062836,188419380,190175348,192976424,195484316,199050740,203171228,207967032,210167388,214518188,219310268,223264144,225262392,227669856,230943660,235260816,239677780,242725612,245336692,241466740,244426404,246982564,251019292,258984620,265263460,268703224,273191776,271140948,274366176,276797100,280777584,283094464,288759992,292752588,297330972,303521396,305980060,309800432,314392932,320898432,326374524,330383228,334621472,338335732,342941136,348666588,355486992,358054632,364927896,370188312,373539024,375646924,379188768,380724332,390040332,400925164,406485600,414323268,416866664,421244720,420971712,421411368,422568580,422254876,427754320,427218864,429782272,427723396,432763452,437021612,441588144,445669572,452069360,456819076,464731428,466556044,470852616,477932700,485810904,500341592,506395284,510558648,516806452,528927376,534912460,539473212,547869504,551488873,565261096,557221543,550155244,531372426,531717316,529339162,533303968,530876299,537696676,545195973,551275564,566555551,567982128,572080101,572105736,584358899,589823988,590613973,607400080,594382338,598028268,600654386,603410880,608031031,611779252,614481829,620394044,626773256,631692310,640225452,646431590
"18000","Indiana",5468625,5599017,5760093,5707349,5454196,5405120,5359992,5329884,5791612,5895684,6156456,6423280,6830280,7071460,7105888,7246116,7222776,7285172,7463900,7740420,8054128,8218360,8261804,8230932,7756892,7674548,7715884,7834684,8114448,8315160,8441748,8562576,8752608,8902672,9048324,9297032,9186004,9285028,9393784,9337504,9208572,9195424,9314744,9489956,9790312,10031020,9833852,9941444,10369296,10453376,10430280,10388780,10426904,10599228,10817028,11066012,11209256,11425668,11562912,11726628,11796400,11996840,12130864,12307144,12460176,12700160,12997608,13190324,13649680,14008968,14305164,14795272,14965444,15171188,15470284,15661456,15858908,15840060,16099584,16367172,16848092,17246220,17566988,17999832,18545180,19049524,19494808,19697064,19602792,19835308,20172420,20221320,20838492,21700700,21882680,22395864,23069144,23270556,23772440,24879200,26024768,26822136,27523588,28609368,28296912,28525376,29542816,30188436,30338752,30665768,31985184,32823576,33665100,34560900,35324552,36262792,36647888,38296512,39353732,40472104,41056864,42658196,43866176,45132932,46417820,46865072,47989796,49087104,49907128,49566028,51358820,53875224,54977700,55469948,57104440,56965076,57158904,57896756,58242592,58930008,59142212,59868216,61250264,63165936,65721600,67223752,68252504,69097644,70408056,71270152,71533976,72089496,73919284,74777352,75567128,76618456,77683832,78837388,80408048,82496328,82407960,84356236,86474144,88514904,92197856,93472628,92804488,94015748,96609296,97785664,99332512,99424932,99117076,100132740,101457676,103774168,105884200,109084464,110875432,112485252,112958776,115082008,115909920,118317852,120199404,121683484,123886428,125551816,127209168,127838676,128649188,129838652,132293220,135241620,136820180,138338320,140145676,141452944,142973536,146380088,149804988,153345840,155630568,157615096,158090208,159125716,160308964,164568832,168949036,171161496,173178400,171962308,175653616,175736712,175272408,175636952,175257600,177097172,178176304,179879088,179377356,180973244,182528124,186673116,186790952,190903836,192542896,195008484,192122424,195158188,197785120,200316396,205505692,207512392,209357748,210603396,214047712,215800096,215916932,218498712,221851880,229885524,225613152,223321700,216405686,216656008,215867762,218883036,218790704,222484588,224388916,227153704,233026509,235503264,239322963,239840056,244118866,247306860,248422194,253534852,251763589,251344376,251771195,251515260,255300101,259919988,262486907,266662588,266905797,271100753,272349383,275347661
"19000","Iowa",3900001,4202717,4259245,4130305,3680193,3489609,3393377,3472769,3779225,3925085,4204621,4240625,4309544,4364564,4282036,4285360,4304604,4525248,4742052,4727400,4468068,4382320,4372068,4398604,4706208,4762024,4844012,4736488,4623108,4510748,4498868,4509384,4571980,4717016,4870688,5091140,5130548,5306256,5463972,5463876,5341516,5500100,5500784,5496216,5550640,5580368,5578624,5671676,5627028,5696900,5786612,5837828,5966564,6012728,6122460,6204620,6289836,6311232,6291472,6451776,6585372,6659092,6780276,6931264,6971304,6961444,7049088,7257944,7449960,7769292,7926460,8163072,8502392,8477748,8478904,8655112,8619088,8554708,8814032,8777100,9109644,9283824,9509352,9547828,9914324,10300028,10631768,10803748,10975220,11030832,11183572,11305936,11343348,11618888,11694288,12015320,12420256,12654336,12985872,14212256,14405024,15322800,16101448,16862900,16135784,15641068,16325496,16914464,17518820,17845860,18542408,18966812,18924060,19056316,19427332,19928624,20601380,21048412,21402640,22245972,23705580,24359324,24877152,25426132,25784432,25950280,26647928,26967400,27506672,26577212,28255748,29624308,30798280,30990988,32493928,32385520,31595196,32174448,32669524,33958844,32939640,33241964,32900132,34197776,36139908,36832944,37306240,37730060,38176760,38252388,38243064,38589168,38946356,39344044,39970296,40196720,40478548,41221232,41568388,42601064,42290472,42453224,42551892,43708316,45951812,46215564,46478080,47484956,48146404,48899636,49593940,49629856,49398172,49994144,50347064,51071444,52829160,53785364,54426364,54617580,53334456,54102620,54193336,54921456,57943736,58743184,59074616,60260580,60258380,60801688,61804576,63040096,65888484,67528628,66911044,67698476,69085652,69212312,70289372,71885188,72112248,72763560,74353536,74825276,74403412,74779556,75493952,77212740,79088204,80532048,81660776,81627648,82436520,83079432,83493976,83679864,84548952,85091384,85699096,86195016,85789700,86846928,87775264,89072992,93265204,94455688,95009500,97088792,95537360,96967888,98292840,98960032,101562472,102776168,103326916,104838568,108226208,109942208,110600432,112889152,117296867,120551744,118931365,117924292,114380229,115447412,115603071,117061928,115939924,117425724,118440368,120218512,126536276,127745168,130159624,131178796,131845050,133620432,132841094,136394292,134649316,134690852,135948660,135679988,136066435,139951948,140490161,141989516,138966741,140185394,141282507,141568615
"20000","Kansas",2397040,2574440,2577296,2677496,2541756,2565576,2515084,2504648,2777300,2770644,2845168,2969876,3132112,3065980,3198944,3270960,3434248,3632204,3942464,3745436,3624160,3565124,3489092,3527952,3682200,3749684,3805208,3803196,3750660,3769132,3753808,3812540,3831576,3929708,4022480,4085428,4076556,4147776,4236320,4287424,4564460,4490052,4639228,4688856,4690372,4617072,4585812,4670888,4657536,4754032,4922224,4967532,5071444,4980680,5058792,5049612,5198848,5258096,5236528,5280616,5343140,5376532,5318488,5420868,5490240,5617236,5703192,5787956,5873384,5971584,6087912,6165624,6292420,6407464,6484172,6640536,6678468,6658092,6798676,6906176,7141716,7275160,7461316,7578728,7904020,8064268,8296068,8547580,8645092,8797608,9038664,9104796,9332756,9655504,9719736,9919124,10271616,10568588,10859572,11365304,11425396,11818748,12477032,13324424,13091208,12972164,13293660,13696532,13874424,14272232,14844768,15067148,15391548,15537236,15829636,16223188,16293108,16693120,17241036,18468144,17892908,18606680,19386688,20151524,20637128,21267212,22025592,22869932,23181476,23088940,23859352,25276456,26018212,26496124,27444544,28138096,28446024,29321256,29272428,30180660,29967096,30302548,30697692,31310696,32441228,33099528,33843344,34529328,34908896,35118476,35412776,35716272,36354116,36703168,37175784,37719248,37889676,38412976,38862656,39513244,39777392,40469832,40907076,41573052,42591968,42782416,42966540,43615744,44769152,45448380,46169728,46296904,46223652,46827552,47647920,48544676,49932168,50866048,51287480,51994344,52558308,53201268,53572928,54199192,54633792,55738768,56033076,56883156,57359468,57787592,58467764,59002520,60624896,61590468,62349196,63326608,64300004,65177412,66360216,67541544,68774724,69966300,70843672,71509596,71776068,72299780,72804596,74992056,75496520,77306152,78679620,78224536,79679880,80485052,80646240,81164816,80141180,80909416,81154680,81909924,82785972,83265264,84240000,84874668,85936092,86774664,88168144,89106292,89672416,91280912,92894700,93830596,97250924,98947020,99911648,101613520,104049452,105563960,106485676,108395588,113380315,117311432,115485417,113624228,110360990,110411796,109647190,110223652,109272065,111183152,113046535,115182508,118937292,121262312,123153468,123428364,125487684,125157144,124519380,129594608,126511304,128263500,129102872,129380392,128578676,130156484,130832692,131888528,132198110,133768697,133971380,134424404
"21000","Kentucky",2686216,2799676,2922380,2902724,2728776,2721236,2665996,2643480,2912908,2878872,2950712,3031852,3258572,3459608,3512884,3611440,3568556,3622148,3748692,3784244,3872824,3869888,3881688,3848580,3827616,3791300,3797568,3860576,3932460,3956724,4009072,4089824,4059764,4207200,4274464,4360904,4392384,4437284,4469576,4444180,4578572,4606524,4655996,4728880,4790388,4894224,4895952,4934220,4904220,5042340,5097512,5091764,5207564,5261908,5410648,5558584,5590828,5678780,5697176,5783624,5876160,5958076,6010196,6073828,6200108,6177940,6232524,6341120,6519624,6676380,6873488,6992952,7179160,7271332,7461404,7674700,7887564,7883836,8058676,8176684,8398368,8676092,8842580,9032896,9406376,9639484,9827980,9934344,10110324,10380776,10703928,10874464,11111884,11404232,11531800,11730512,12159112,12354008,12702356,13402612,13645172,13914020,14371136,14913916,15237040,15766024,16340208,16685796,16739152,17208536,17624324,18213592,18862976,19094852,19715756,20281224,20801040,21662340,22100792,22908096,22816832,24245256,24900444,25468232,26384188,26761204,27720704,28541000,28886168,28974052,30052268,31169872,31955676,32035084,34059932,34408484,34732768,35150996,35665688,35600088,35519840,35977848,36989288,38032088,39565088,40621400,41395780,41948224,42154004,42428512,42797928,43361212,43318796,43588620,44226492,44486120,44835024,45485616,46787904,48224740,48790924,49954568,51103252,51710900,53487668,53636312,54194780,55286660,56385996,57082104,57874676,58587240,59022624,59950728,61086064,62512856,63985652,65151308,65840032,66510076,67004416,67553432,67976800,69094116,69765632,71102136,71694188,72946364,73639604,74433168,75073880,76049104,77275348,79225564,80061684,80980656,83065088,83639096,84512772,85957696,87632388,89030128,89986480,91134612,91898068,92597012,93555092,95684660,98966688,100492920,102002852,102690952,103688548,104654932,104918720,105482324,105666832,106931616,107438060,108255680,108315036,109171376,110372572,111797812,113758660,115331208,116886976,119142348,119507812,121383620,122971312,124197224,127358552,128681796,129598228,130736812,132898768,134438140,135192516,136917628,139209338,144788180,141259238,140199452,137845929,139364620,139193451,140521940,140707101,142985340,144550451,145531592,148851627,150319972,152143917,153121456,155294478,156686828,156516658,159462800,157496289,157734012,158720679,159001200,162197894,164311744,165662078,168004488,169539759,171878965,173356611,175426279
"22000","Louisiana",2559148,2637216,2710044,2717424,2886612,2870116,2810492,2835280,3033060,2988432,3048504,3147616,3266944,3391448,3483516,3538616,3610264,3675280,3796436,3813176,3900196,3952196,3933004,3988340,3958404,3899116,3934480,3979132,4056880,4151052,4236720,4325704,4552512,4627616,4687776,4752636,5075616,5136176,5191248,5184292,5256552,5247000,5230100,5351428,5414012,5492556,5537960,5582892,5548236,5617304,5609264,5608412,5706948,5781488,5818428,5991172,6069564,6092148,6224292,6249956,6363420,6479428,6649124,6774852,6874180,6991512,7044636,7162000,7321312,7468108,7708520,7931296,8100364,8267712,8544052,8749632,9052132,9155292,9213632,9467840,9876012,10028188,10185252,10273528,10344308,10566428,10865936,11046264,11158080,11482444,11732364,11964648,12291444,12554280,12713212,12941104,13209788,13560728,13959484,14505428,14622952,14976292,15744692,16259100,16617368,17153980,17821544,18424660,18814560,19421936,19917664,20586256,21364264,21964020,22370260,23093584,23710628,24443472,25064724,25921600,26785300,27887984,29018772,29785512,30767812,31382816,32772280,33939144,35139656,35762504,37711328,39661228,40786292,41877968,43615564,44664736,45290208,45698488,46085100,46557092,47221580,47238944,48014316,48883348,49433656,50557168,51564264,52101560,52481724,52882492,53225072,53397892,53551536,53082188,52959672,52506604,52614224,52671240,53358276,54222776,54599192,55741136,56788180,57522600,58504208,59269368,59893632,61012452,62732024,63804320,64840368,65692552,66134752,67068464,67914756,69760872,70859096,72518916,73036612,73948340,74939736,75883608,76561804,77433696,79831928,80223600,81810368,83008052,83969244,84646448,86083580,86121484,87096864,88786936,89537064,90396344,91899512,92784520,93941260,95795972,96592380,97964792,98404440,98640020,98904668,99298960,99883916,101728232,103535524,105107544,105955664,107006764,110840912,112274128,112874160,113961196,114099224,114981512,115603308,116655724,116570412,117881036,119488752,121098848,122454856,124198464,125444964,128141452,129793392,131033160,137371660,138329284,140532108,142080240,143563852,146026656,149610548,157884916,158898452,161188016,164097452,171526344,168055340,168018312,164565739,163056216,162606269,162828668,165990156,168002800,171114508,171769844,174678364,175132128,176891768,178106628,182597938,186132076,186239370,191493984,187634175,188440420,189505525,190278940,191628200,194649372,196899780,198527316,199786905,200793474,202992884,204619685
"23000","Maine",1060312,1072964,1119604,1160092,1082968,1091500,1084332,1077780,1099524,1091672,1112076,1141792,1180196,1226360,1251768,1273352,1299844,1320432,1361064,1414420,1366424,1360512,1362612,1343368,1367708,1367048,1379424,1416960,1449636,1514908,1549360,1572544,1587968,1604284,1614488,1642404,1652144,1667340,1692852,1693028,1726128,1737628,1757040,1767684,1779596,1812396,1833288,1872744,1898412,1943340,1951816,1948484,1952800,1944824,1970940,1978624,2004612,2035024,2054592,2064344,2077024,2082940,2117140,2147340,2207864,2250712,2274892,2363240,2398632,2441324,2476116,2510072,2562788,2592168,2627700,2667092,2687800,2723320,2764128,2791392,2867852,2896900,2932512,2988480,3106520,3195396,3253608,3313068,3406512,3506448,3573216,3634172,3667464,3763240,3847708,3883652,4110132,4089976,4128116,4277288,4390720,4593148,4740688,4927744,5039248,5130260,5223456,5318100,5319144,5477224,5658272,5863576,6086144,6266960,6511852,6647188,6670880,6860772,6994712,7201360,7367940,7570852,7752020,7961588,8234300,8371116,8617700,8846096,9218228,9363708,9677516,10079224,10342832,10464076,10748868,10789356,11014356,11308704,11681900,11851640,11992344,12197472,12367812,12620004,13194896,13528920,13784860,14047960,14574588,14569620,14653248,15035616,15235000,15810096,16189748,16647660,16694604,17113500,17578928,18148256,18254776,18824716,19462304,19967384,20631244,20770324,20769436,21099696,21477732,21691760,21797572,21652276,21789108,21831872,22003240,22359100,22627240,22997712,23232536,23233996,23562448,23614884,23888808,24004956,24336568,24627316,24824800,25263812,25461836,25844088,25961436,26247936,26740180,27238244,27533432,27920632,28417252,28666088,28860240,29489652,29994948,30655272,31080328,31439036,31496600,31945372,32913504,32796616,33902568,34475368,34886568,35215024,35968864,36330236,36372080,36760628,37098576,37475344,37853384,38199120,38744528,39162980,39799212,40650388,40953544,41490660,41866636,42592128,41798504,42288312,42761808,43574828,44585144,45002212,45130988,45397060,46281908,46812172,47131400,47417760,48060384,49543096,48933572,48757488,47949931,48818028,48805961,49002720,48786400,49153076,49578964,49473864,50800350,50960940,51430522,51826556,52022785,52662760,52480831,53225400,52237868,52412060,52657764,52955144,53213741,53893540,54388195,55284708,54787374,55809087,56418930,56747291
