"SQ1 Personal Income Summary: Personal Income, Population, Per Capita Personal Income"
"Personal income (thousands of dollars)" 
"Bureau of Economic Analysis" 
"State or DC"
"GeoFips","GeoName","1948Q1","1948Q2","1948Q3","1948Q4","1949Q1","1949Q2","1949Q3","1949Q4","1950Q1","1950Q2","1950Q3","1950Q4","1951Q1","1951Q2","1951Q3","1951Q4","1952Q1","1952Q2","1952Q3","1952Q4","1953Q1","1953Q2","1953Q3","1953Q4","1954Q1","1954Q2","1954Q3","1954Q4","1955Q1","1955Q2","1955Q3","1955Q4","1956Q1","1956Q2","1956Q3","1956Q4","1957Q1","1957Q2","1957Q3","1957Q4","1958Q1","1958Q2","1958Q3","1958Q4","1959Q1","1959Q2","1959Q3","1959Q4","1960Q1","1960Q2","1960Q3","1960Q4","1961Q1","1961Q2","1961Q3","1961Q4","1962Q1","1962Q2","1962Q3","1962Q4","1963Q1","1963Q2","1963Q3","1963Q4","1964Q1","1964Q2","1964Q3","1964Q4","1965Q1","1965Q2","1965Q3","1965Q4","1966Q1","1966Q2","1966Q3","1966Q4","1967Q1","1967Q2","1967Q3","1967Q4","1968Q1","1968Q2","1968Q3","1968Q4","1969Q1","1969Q2","1969Q3","1969Q4","1970Q1","1970Q2","1970Q3","1970Q4","1971Q1","1971Q2","1971Q3","1971Q4","1972Q1","1972Q2","1972Q3","1972Q4","1973Q1","1973Q2","1973Q3","1973Q4","1974Q1","1974Q2","1974Q3","1974Q4","1975Q1","1975Q2","1975Q3","1975Q4","1976Q1","1976Q2","1976Q3","1976Q4","1977Q1","1977Q2","1977Q3","1977Q4","1978Q1","1978Q2","1978Q3","1978Q4","1979Q1","1979Q2","1979Q3","1979Q4","1980Q1","1980Q2","1980Q3","1980Q4","1981Q1","1981Q2","1981Q3","1981Q4","1982Q1","1982Q2","1982Q3","1982Q4","1983Q1","1983Q2","1983Q3","1983Q4","1984Q1","1984Q2","1984Q3","1984Q4","1985Q1","1985Q2","1985Q3","1985Q4","1986Q1","1986Q2","1986Q3","1986Q4","1987Q1","1987Q2","1987Q3","1987Q4","1988Q1","1988Q2","1988Q3","1988Q4","1989Q1","1989Q2","1989Q3","1989Q4","1990Q1","1990Q2","1990Q3","1990Q4","1991Q1","1991Q2","1991Q3","1991Q4","1992Q1","1992Q2","1992Q3","1992Q4","1993Q1","1993Q2","1993Q3","1993Q4","1994Q1","1994Q2","1994Q3","1994Q4","1995Q1","1995Q2","1995Q3","1995Q4","1996Q1","1996Q2","1996Q3","1996Q4","1997Q1","1997Q2","1997Q3","1997Q4","1998Q1","1998Q2","1998Q3","1998Q4","1999Q1","1999Q2","1999Q3","1999Q4","2000Q1","2000Q2","2000Q3","2000Q4","2001Q1","2001Q2","2001Q3","2001Q4","2002Q1","2002Q2","2002Q3","2002Q4","2003Q1","2003Q2","2003Q3","2003Q4","2004Q1","2004Q2","2004Q3","2004Q4","2005Q1","2005Q2","2005Q3","2005Q4","2006Q1","2006Q2","2006Q3","2006Q4","2007Q1","2007Q2","2007Q3","2007Q4","2008Q1","2008Q2","2008Q3","2008Q4","2009Q1","2009Q2","2009Q3","2009Q4","2010Q1","2010Q2","2010Q3","2010Q4","2011Q1","2011Q2","2011Q3","2011Q4","2012Q1","2012Q2","2012Q3","2012Q4","2013Q1","2013Q2","2013Q3","2013Q4","2014Q1","2014Q2","2014Q3","2014Q4","2015Q1","2015Q2","2015Q3","2015Q4"
"24000","Maryland",3412872,3466580,3564016,3601748,3577160,3578284,3585884,3600064,3851464,3897236,4053748,4220076,4417552,4588092,4690484,4789776,4944780,5023720,5129036,5273212,5362828,5445220,5446988,5446224,5406256,5415816,5452740,5552324,5695592,5815428,5943620,6059948,6258012,6367828,6468692,6598232,6735996,6813116,6889144,6912220,6776004,6920060,7025988,7164108,7261156,7408252,7312528,7465444,7639488,7702596,7772908,7847596,8005420,8147328,8333968,8474448,8680672,8855760,8967764,9114564,9281320,9433332,9604520,9845832,10057796,10273856,10542924,10750796,11018920,11169748,11527932,11673216,12124400,12352456,12653744,12955012,13292588,13501544,13735600,13998936,14392300,14930476,15229440,15685812,16578348,17044272,17501568,17956068,18535100,19060380,19449152,19796428,20351900,21014384,21419276,21910720,22329072,22810912,23519080,24219944,25015476,25316472,25718504,26235848,26685340,27586104,28292080,29148120,29515380,29819096,30507436,31247876,31941324,32538004,33363068,33809620,34304592,35237992,36075636,37112924,37941984,39205304,40244324,41274040,42103084,42888324,44068740,45366128,46720664,47603744,48889984,50941036,52070532,52960644,54952192,55824196,56385428,57878316,59144876,60571812,61157588,62004152,63448440,64511560,66773840,68759652,70812396,72101008,74038464,74886040,75950016,77675380,79508808,80953908,82374028,83892900,85154368,86862308,88859000,91560148,93356536,95230168,98224476,100255196,102772776,103855372,104937556,106393604,108802448,110280872,111713020,112084924,113273780,114381300,114990648,116359332,118317632,120317228,121491412,122131888,124322836,125168188,125501708,126866644,128725348,130503896,132018136,133636240,135595664,136575980,137232952,138146960,140432860,142603500,144074460,145990676,148403880,150127552,151826036,154809944,158420024,161893368,164415976,166674592,170160604,170856576,173576752,176950960,183343924,185843784,189357080,192318904,195730672,197734972,198357644,199741860,202700688,204785504,205818776,207610392,209138664,212819272,216195172,219342388,224626152,228449548,230785212,235412348,236095672,240189060,244425660,247908216,254391908,256939728,259668712,262282952,265344036,269007776,270562024,273940932,276683808,283255136,281137860,280146472,276692252,279566256,279477496,281441900,281475297,286347884,288865571,293596520,297885203,301600760,305416581,305946508,309873284,310948728,312240548,317834740,310228146,311595464,312139082,314251632,317767294,322640564,325867054,328837228,331870227,336184461,338727669,341913951
"25000","Massachusetts",6988492,7072868,7274048,7342640,7121396,7094884,7118420,7152656,7662716,7705840,7978452,8298428,8348588,8624392,8758452,8891888,8762588,8892868,9088944,9435936,9442312,9624284,9651384,9650292,9598012,9605764,9682456,9919024,9980236,10225580,10478912,10701740,10700300,10878200,11041516,11307056,11418148,11570676,11702048,11723580,11670768,11732780,11953560,12112764,12299476,12557688,12783312,13012852,13003484,13176292,13260476,13333456,13545844,13777652,13942616,14200608,14374976,14616080,14757908,14867100,15016672,15121948,15300972,15509936,15828960,16141032,16408576,16690740,16798344,17104432,17667360,17823964,18183788,18431652,18830696,19306096,19712216,20111552,20530268,20844692,21472300,21987808,22349520,22883192,23327792,23911388,24468592,24898456,25319684,25948740,26368216,26736584,27076272,27675572,28236464,28549356,29315544,29797268,30256324,31119132,31770952,32430284,32901696,33532916,34146968,34922232,35707832,36372788,36817776,37625232,38334032,39164548,39674184,40309636,41318904,41910892,42700748,43836684,45065076,46074600,47186268,48426100,49897876,50822448,52637872,53645092,55173312,56903572,58896152,60142516,62120172,64662464,65573464,67178732,69818556,71277200,72282724,74175088,76418280,77340716,78965124,80468984,81846960,85032620,87807740,90803620,93751624,95715208,97422524,98692372,100028232,102281932,103392348,106367892,108736628,111145168,112303152,114469452,117572048,121156972,123888628,126850144,129092584,132133508,133786192,134659872,135289840,136147280,137572536,139033400,140077524,139317208,139622868,140936112,141359608,143035580,146439392,148268040,148567088,150883468,151675112,153568960,155898288,156722780,158497864,161912192,162365664,165819928,167562728,170310252,173230168,175084864,177897572,181510944,183678096,186702404,189982696,192172872,194916904,198736032,200159592,205528320,208589828,210463092,212700672,216005968,221949624,228297884,238698660,240237116,248061092,251041044,256247780,254770816,253404148,253418600,253493656,255744424,255262692,255619444,257639168,259521972,263327892,266228668,267588428,272712880,276006048,278250116,278603924,282621052,287304144,293727816,302104784,306216768,308035880,312841704,318167820,320275340,323191884,327339040,331695644,338252820,335073660,333847028,326024611,327650816,328111461,329450012,331474593,336723516,342404799,345338720,353443596,361196636,360498884,361758008,371397313,375653212,376551747,387311348,375426543,378357492,380919821,382821780,390055137,392436764,398118475,404213388,407977259,413850901,416666120,420400344
"26000","Michigan",9403392,9582408,9877580,9898812,9723148,9620924,9607408,9585232,10503620,10701752,11157164,11617084,11895628,12298624,12435176,12619600,12792956,12924752,13218612,13800024,14821584,15079436,15093008,14978320,14513616,14526496,14536408,14882648,15655828,16068956,16422528,16802900,16485464,16771664,17038664,17469836,17225088,17386032,17555368,17505244,16993856,16745288,17382548,17196840,17597876,18214424,18259552,18233456,18913944,18863168,18890932,18682344,18381524,18826836,18988952,19451184,19703836,20138156,20421340,20826812,21050536,21289556,21750772,22510324,23008736,23562652,24140588,24287108,25383476,26116068,26470384,27521852,28140496,28447636,28966720,29462604,29305084,29641600,30561504,30316548,31995116,32676244,33375816,34413660,34793240,35434644,36384328,37111392,36219136,37469408,37770804,37205952,39017656,40182976,40635644,41843220,43080676,44127224,45174816,47147032,48529988,49620752,50395344,51748792,51767676,52629996,54850292,55021508,54687200,56089964,58244444,60190156,61819212,63133084,64413888,66640212,68257088,70822180,73538228,75321604,76971320,78834780,81339652,83908884,86262888,87120120,88481580,90003796,92287144,91651028,94217024,98414860,98194404,100104108,101813448,102660472,101581256,103755240,104765956,105649396,106452820,108914176,111466508,114957728,117648156,120916740,123818976,126191012,129582708,130529032,132830488,137087308,137913796,141247964,141796596,143303288,144893900,145870764,146703432,149355396,152700112,154857664,157568444,161029296,166601208,167030904,169277020,171577192,173444384,176115808,178429656,177787576,176342064,178833692,180926908,184520444,185550636,190964820,191633096,196512108,195542304,201055656,202856544,205964184,211575584,214013064,217649024,222818964,226260572,226980452,229487112,233173552,234206000,240051692,243180644,246563664,249158428,251840648,255521744,258678136,264014548,267129284,268002644,273841620,275136384,278771748,281683368,289021804,295733204,298846288,300912268,299713504,303688152,302439852,301001408,301585044,299869500,304806748,304801896,305757600,308589276,309390332,311502760,318023428,317942560,321002004,324428772,327602244,327913076,331012184,331011296,333355828,337573312,339649048,340735724,340738796,347261024,348236612,349920120,348974144,353576154,364447060,355542070,351936612,336127577,340474968,337505031,338811108,338874737,346269536,351397819,354040892,364925608,366296124,370175568,373762624,377546113,378698640,379926015,392087516,383838755,387270716,389692509,391111196,397592351,402244008,405198973,409870144,413450793,418474127,423474033,428775174
"27000","Minnesota",3992724,4171676,4296384,4156500,3965028,3933324,3872044,3868604,4226188,4206288,4360936,4503388,4596780,4792844,4832152,4926832,4871584,4918116,5055072,5093704,5192800,5279724,5276176,5302380,5430324,5391992,5402772,5477512,5575384,5706864,5803656,5880568,5852668,5955492,6052396,6199896,6328840,6380316,6423060,6406164,6651820,6711148,6789516,6836704,6903656,6990068,6989304,7116208,7259732,7395816,7521400,7561440,7650064,7741648,7881968,8007608,8098144,8193920,8258196,8411768,8534656,8663840,8814140,8956832,8934452,9015404,9108976,9334040,9613252,9952396,10237060,10424736,10666440,10752720,10986824,11209380,11419816,11559880,11885132,11999668,12351052,12687300,13121808,13429676,13779980,14130968,14546332,14923588,15285996,15515236,15843408,15915252,16196244,16586300,16863176,17077872,17462448,17644004,18072308,19347876,19791320,20785792,21668936,22718400,22616620,22621020,23002124,23224372,23754420,24280384,25145528,25762776,25896592,26179748,27003692,27799324,29037788,29691492,30193204,31406704,32483680,33199116,33950560,35361056,35992044,36913840,38007248,39275792,40290040,40189440,42277740,44032648,44738984,45341360,47087576,47642084,48264732,48980384,49690176,50945284,50507072,51608896,52332704,53895152,56773948,58256576,59764896,61540908,61551240,62320052,62985740,63935464,64983888,65840232,67111944,67644456,69653160,70003244,71147268,72504916,72946432,73912500,75136584,76524764,79850996,80925404,82105676,83764156,85147908,86989292,87797304,87647876,87823748,89100816,90072148,91195292,94088184,95464880,97089320,98643020,97656752,98858480,99414848,100931936,103367900,105645108,107532780,109158664,110601916,111928804,113068676,114925092,118569464,121167688,122505132,123704568,124901300,127036912,129440104,131880348,136907424,138958384,140599440,142612412,144254948,145802516,147198700,151257944,155381208,158265148,161264296,163162384,165714552,166371132,165103500,167047028,167838568,169235224,170611836,172862296,173995996,177250232,180066340,181370676,183945960,186069300,187880932,193542236,190053012,191851888,195405196,196507316,201683272,204194460,204959632,207779596,212440876,216513708,216851196,219834928,225546773,229231384,228742123,224350032,215980697,216622812,216043195,218817260,219492528,223677484,227622812,233403904,238465668,241197484,243542784,244022772,249655209,252513220,254101451,261600576,254235472,255514416,259110416,259372160,261883006,265773384,269624774,272275808,275421947,275874495,278193310,280440405
"28000","Mississippi",1503080,1757064,1743304,1621112,1708508,1433356,1380796,1400804,1596672,1656940,1731824,1802724,1801148,1858280,1910636,1920144,1893736,1959232,2160084,1917132,2141460,2018728,1945836,1945680,1965572,1912856,1975416,1978288,2084652,2204016,2242872,2301384,2317260,2213856,2244324,2231520,2211972,2306436,2311148,2284800,2388328,2454072,2460088,2581032,2657844,2698096,2780052,2813492,2716348,2769540,2770440,2841800,2940844,2973312,2974144,3135212,3093088,3081648,3177276,3193516,3314684,3399024,3503864,3566028,3542740,3536048,3580724,3606460,3717452,3773900,3953320,4060732,4100172,4180668,4246160,4390108,4510828,4557080,4569636,4651964,4800124,4972272,5053804,5167744,5385568,5470544,5574792,5706480,5761840,6021348,6180124,6294228,6492760,6643080,6810388,6927816,7270540,7464472,7736060,8143656,8360924,8607272,8825884,9178832,9263052,9479664,9827500,9868996,9979600,10238200,10542548,10938192,11448096,11635272,11912560,12285348,12570444,12906020,13318268,13819384,13947672,14494932,14941180,15206452,15925836,16243588,16806532,17238428,17372372,17315048,18274968,19030776,19476504,19907888,20587660,20847968,21093428,21246172,21335240,21686352,21790312,22101344,22444540,23011700,23861208,24324248,24550568,24867764,25146448,25454316,25931988,26369552,26369156,26551016,26839056,26955860,27579896,27849248,28407268,28971636,29173312,29854760,30593416,31026896,32088052,32521864,32787820,33208800,33660948,34108908,34499292,34800940,35227524,35774928,36209028,37077060,38041692,38782032,39237520,39551680,40597928,41022488,41728576,42420512,43722228,44510128,45249140,45908664,46637716,46992784,47600972,48295472,49229684,50374080,50611156,50948432,52211556,52638288,53274196,54361076,55389696,56030480,56569376,57219432,57381016,57674092,58480484,59452132,60537912,61438964,61800824,62117428,64393980,65273836,64871924,65721572,65396328,66141080,66514044,66927176,67931412,68217156,68993400,70001468,71315816,72457384,73597320,74496548,75512100,76509708,79241900,80181496,80639100,81149080,81720896,82428532,84056540,86576888,87630484,87780880,88745321,93462444,90241367,89571644,88847218,89813920,89243938,89377132,89712170,91557624,92131242,92402308,94585649,94471992,95609051,96290352,97894214,98943316,98528802,100316264,99565858,99943580,102072462,100920580,101426145,103109360,103439539,104387324,104598593,105767863,106674251,107258640
"29000","Missouri",5106942,5248066,5392110,5416266,5223404,5167180,5142152,5146240,5535044,5581392,5748784,5928324,6189652,6322548,6346016,6431652,6481128,6578976,6749308,6915328,7027580,7112984,7105852,7107252,7085524,7083732,7138564,7258252,7364404,7597820,7748628,7879060,7891488,8024196,8125628,8239376,8176260,8274860,8407124,8354184,8671464,8785012,8867528,9028444,9171656,9342700,9368304,9550012,9507692,9614288,9726120,9705344,9821276,9869316,9999880,10177760,10286500,10499236,10549448,10643240,10795948,10923176,11069196,11262848,11398308,11529456,11724668,11876392,12186152,12472960,12797356,13147228,13277044,13414648,13628032,13887900,14164860,14260588,14517752,14721436,15259204,15796708,16170704,16577636,16349148,16606896,17124320,17456520,17920664,18228052,18691472,18909396,19373492,19860340,20036688,20323292,20846336,21355716,21695164,22676368,23213312,23722364,24271260,24945016,25139048,25266900,25949460,26546176,27061472,27725968,28626760,29296716,29982124,30338512,31110784,32001128,32674900,33564152,34651996,35891392,36532376,37619460,38569624,39611072,40959068,41818836,43088432,44002144,44793756,44497452,46571220,48500632,49841800,50488080,52474592,53061736,53330576,54629644,55311636,56693152,57009840,57941636,59077940,60671840,62935232,64453152,65911100,66903240,67948564,68982848,70085020,71526784,72071080,72890976,73808168,74735712,75966372,76660872,77548784,79101404,79705628,81394636,82715600,84197516,86529620,87235612,88263188,89166980,89957796,91494508,92550032,93092572,93975328,95102688,96511568,98300544,100365252,101975404,103098368,104182316,105151544,106517068,107510220,109391912,110675000,112873536,114252760,116210116,117562964,118873740,119982100,120809872,123429680,125779524,127114176,129259928,131981692,132973232,134897388,137210628,138499780,140122368,141963576,143422664,144489256,145687480,147003392,150215080,153690420,156396996,158857416,159417800,161358532,162429100,162253864,163692428,164425308,165142620,166212796,168055944,170255000,171850504,173609216,175377992,178770796,180492208,182739400,185345248,185038468,187737760,189695364,192660116,198079748,200923016,201661300,203490328,207083728,210284968,211945064,214776600,217239468,225123488,220455836,224367016,216497315,216785708,216169521,216228676,217497403,219120528,220499929,221624768,226152369,227151432,230016451,231299268,236210705,238966936,239332863,247253264,241295403,242887140,244578885,245605828,248622073,251686060,253609259,256012360,256038520,259313003,261387530,263751344
"30000","Montana",839520,862548,919588,930488,814765,795529,830229,819225,934609,957605,1003593,1082793,1070237,1105533,1083341,1109433,1093381,1088897,1147697,1133329,1099857,1147437,1143469,1147557,1161984,1112984,1118800,1116780,1198852,1233964,1239108,1250104,1281896,1288368,1286128,1317576,1317960,1344012,1377212,1387332,1413784,1408252,1404904,1427488,1397176,1391736,1388424,1376748,1400052,1463220,1472700,1449680,1434000,1416688,1468500,1480352,1587084,1692496,1721080,1785440,1738008,1672196,1658608,1679368,1688504,1703852,1740444,1759140,1804324,1818616,1871920,1915140,1944736,1970820,2023624,2007484,2024244,2022212,2009376,2046496,2087276,2115284,2127376,2161224,2259348,2315140,2406756,2433524,2497164,2592952,2674904,2669272,2701848,2756688,2804036,2905136,3007256,3164080,3282820,3485888,3440028,3769472,3744696,4037024,4012312,3950892,4122504,4209884,4269940,4401024,4598732,4692260,4727368,4777804,4819880,4934992,4965284,5098140,5316400,5448284,5811632,6021604,6115756,6474552,6538952,6297768,6458920,6942628,7159172,6856632,7029916,7794972,7895000,8032844,8398448,8416564,8124344,8402932,8423824,9558124,9007184,9072208,9049316,9233840,9332000,9540228,9732836,9847876,9766248,9665088,9770436,9844204,10040308,10138600,10208040,10224228,10331420,10402644,10402220,10599800,10432028,10605840,10810028,11010504,11583896,11783128,11851232,12042248,12235672,12363680,12521048,12596472,12969088,13085176,13328596,13641888,13824792,14080496,14242444,14276812,15075328,15283984,15113588,15554948,15294456,15568648,15788312,16036152,16262284,16413556,16635864,16823476,16946784,17193376,17442752,17652948,17716660,17854644,18160572,18445748,19057420,19219948,19511060,19720032,19846748,19842488,19767404,20396284,20776392,21148720,21372844,21996380,22252376,22437560,22462436,22641856,22694292,22896884,23178764,23476572,23878756,24396256,24694164,25110908,25732596,26104200,26225128,26767496,27147748,27497008,27953556,28562624,29374432,29775400,30218724,30609580,31522932,32066472,32360688,32833724,33768342,34689324,34142922,33755016,33049366,33102016,33124814,33077360,33888286,34224532,34496710,35030576,36215078,36593552,37083298,37597792,38671630,38967944,39162550,40413080,39251718,39419792,39560186,39615196,40067136,40776304,41083124,41447536,42039357,42462983,42964934,43119126
"31000","Nebraska",1861404,1988964,1989200,1989864,1786549,1765877,1737393,1802517,1991281,2043629,2188213,2185493,2260233,2209361,2154109,2157569,2193260,2327648,2485560,2423664,2290288,2288100,2210792,2211880,2390472,2388964,2425532,2419732,2347708,2328376,2315592,2315100,2272872,2327564,2438080,2564856,2593436,2726360,2885468,2932304,2861304,2932972,2930692,2957652,2957028,2940940,2919468,2992068,3002112,3141208,3203196,3218900,3212912,3147888,3201248,3298464,3394236,3494868,3530868,3550064,3577520,3583344,3586700,3606428,3600876,3639432,3706828,3800264,3898100,4012624,4105308,4198296,4324616,4285264,4393612,4412564,4459848,4471920,4533668,4568168,4686524,4764476,4848584,4940208,5126184,5322580,5487920,5633504,5677272,5722632,5872940,5967892,6142716,6338256,6456704,6581712,6737916,6856500,7104232,7557516,7688392,8041056,8306464,8899232,8495080,8323748,8614160,8889548,9379528,9710256,10088728,10058808,10185840,10182452,10209484,10405344,10681932,10838428,11125792,11759872,12169504,12752428,12812352,13636816,13238764,13695632,14077380,14382448,14476104,14216792,14723752,15629728,16546064,16708124,17526100,17730924,17728872,18507116,18399808,19105992,18824420,19043096,19106964,19477852,20369220,20989048,21555492,21982936,22491404,22361396,22182908,22430228,22504328,22868896,23282940,23468816,23610380,23903756,24181296,24602864,25143900,25452192,26186848,26078196,26828732,27154660,27338692,27751896,28647604,29145352,29371320,29693104,29703968,30183864,30498644,30922572,31539148,32236180,32470112,32775492,32698028,33344260,33322616,33877680,34802804,35105592,35581116,36107940,36641500,36998272,37622844,38419872,40166412,41070264,40497628,41276156,41474904,41432512,42121708,42719640,43535096,44587748,45339960,45864392,45883588,46493748,46974356,48358988,48801000,49468796,50075976,50308964,51411668,51910232,51874092,52411264,52229280,52628756,53356360,53994068,55838916,56567888,56942644,57446032,58291228,58767224,59150696,60081792,60094812,60922600,61613000,62371272,62936140,63938592,63586524,64677064,66996852,68131152,68991000,70419552,72293806,74429368,73371742,71826804,71240537,70848340,70760127,71571468,71665892,72900784,73696292,74682608,79663670,80199296,81207042,81838432,83259234,84300080,83849006,86868316,86745162,86186944,86752918,86104712,87267815,89833220,89709545,91104100,89796925,91115399,91660076,91586631
"32000","Nevada",272608,279164,287532,278240,288364,284560,288668,297088,326892,325276,336856,347832,365648,385548,388348,397940,443661,443861,453753,459121,492081,497013,495977,498021,528577,531601,537009,543717,604328,617248,630060,637300,632136,642048,652536,670232,681012,693244,702960,708632,705804,722736,751144,769012,778380,801708,812136,837044,855860,870300,895920,912368,926672,952480,978384,1056104,1115220,1150976,1185588,1229028,1274188,1306264,1326728,1359780,1387672,1404248,1447192,1462996,1497996,1517456,1538720,1548500,1591708,1606720,1606636,1626272,1635388,1668792,1741252,1781552,1874440,1944776,2033808,2113588,2121088,2216356,2303544,2386672,2449860,2507380,2541912,2637188,2708456,2794796,2867020,2954952,2928504,3080164,3221264,3417284,3398236,3515644,3636248,3777904,3833492,3931904,4005568,4111284,4258952,4420516,4543684,4689900,4845976,5011768,5172756,5346400,5530352,5756932,6001232,6308564,6619900,6953952,7330292,7607980,7853836,8093884,8415504,8717644,9172044,9264420,9667024,10158208,10438684,10716872,11102556,11270484,11429084,11550032,11725788,11860376,12004808,12262164,12411280,12790992,13040216,13358664,13656116,13918552,14344564,14538568,14833416,15120220,15452076,15779880,16054396,16365188,16715796,17094564,17601768,18203116,18651052,19532632,20196576,20763056,21402180,21943712,22482668,23284104,24154492,24747260,25415600,25661004,26648184,27245592,27753096,28301540,29536392,30246752,30833028,31397448,32507192,32607872,33062696,33670044,35263020,36177308,36839356,37793240,38926944,39549016,40565816,41303512,42676788,43883900,44951720,45854104,47233932,48032940,48805692,49979272,51321324,52313200,53547104,54739936,56201460,56877776,57636004,59329328,61406660,62970300,63783604,64019988,65897448,67159628,67186576,66580456,68143160,68887016,69429960,70759196,72400904,73768376,75886848,77914936,80283280,82555256,84728112,87887424,91036240,94386904,94847672,96063148,99222720,100540612,100679004,102325968,104954136,105861708,106565300,108557756,107428743,108531348,106777269,104419960,100326528,99579424,98260916,98417904,98295056,99712168,100473892,100744764,101520313,102539952,103138747,103250824,106409304,107903496,108255112,112058352,108095335,109084624,110005981,110772744,113590512,114902836,116119008,118075000,119274795,121612584,122898872,124106912
"33000","New Hampshire",662028,671008,690204,697844,686840,686060,688096,691008,705120,707716,732444,760480,777996,806644,820468,832228,832184,842960,862604,896652,905980,924776,928724,927276,955336,954568,959376,982752,998560,1025680,1051424,1070852,1075400,1090144,1104848,1129588,1159336,1175000,1188388,1188744,1175412,1178228,1211468,1236228,1261828,1294624,1323616,1346944,1357928,1376192,1387564,1397656,1420848,1441620,1470060,1483760,1523552,1554540,1568808,1578264,1593856,1610444,1626364,1659536,1698156,1730980,1761712,1789268,1810504,1855368,1920396,1944116,1995084,2036340,2082444,2142512,2198940,2230148,2274092,2316496,2404572,2459548,2521008,2588196,2689576,2758732,2821920,2882336,2899228,2964268,2995320,3038268,3098812,3202748,3294488,3316704,3490988,3503216,3585072,3697584,3851960,3962964,4065252,4183428,4290616,4382712,4469840,4546612,4598628,4732728,4893564,5036640,5204736,5341940,5565464,5662076,5842404,6040200,6240856,6496292,6763652,6980772,7215044,7426716,7781300,7984416,8225488,8446900,8860924,9046548,9334440,9854832,10006392,10240908,10727956,11047196,11120468,11394324,11819036,11939884,12230784,12507584,12833696,13285540,13870424,14150120,14552272,14959948,15441520,15678548,15987816,16462404,16848056,17452092,17803116,18253068,18571884,19093168,19703712,20488936,20743740,21177824,21575880,22179500,22698932,22906344,23003204,23093004,22911024,23072188,23148640,22969552,23375200,23686440,23834516,24258252,24584840,24893820,24956076,25360944,25320400,25599828,26050508,26178844,26848368,27399472,27676736,28368704,28602896,29345340,29469424,29781776,30341992,30847140,31227876,31711328,32430004,33020572,33611452,34280840,34930364,35792148,36657372,37312904,37307908,37693796,38286516,39292456,41676384,42042524,42779176,43580764,44085032,44032712,44008160,44383512,44590352,45198624,45103136,45394184,45444260,45846980,46518856,47505592,48148616,49241048,50105076,50615072,50383484,51130276,51744980,52466896,54006140,54467500,55084304,56837264,56484488,57516796,57328276,57775236,58641132,59789312,58993564,58785244,57353544,57718532,58014312,58209684,58265576,59776448,60172652,60380704,62280799,63361736,63707961,63753732,65712602,66255572,66547574,68631464,66096344,66674232,67112696,67472944,68677157,69750764,70138095,71515416,71288080,72689305,73607210,74205545
"34000","New Jersey",7736476,7849404,8089868,8150176,8040540,7994176,7995468,8018804,8470828,8623264,8999272,9364816,9769504,10109692,10248432,10403420,10648048,10777156,11017744,11482136,11669012,11877752,11889744,11870980,11933044,11946556,12001668,12283660,12346072,12640468,12937132,13229204,13517412,13755572,13970276,14305840,14610428,14762172,14909376,14903112,14354852,14452636,14736244,15004780,15303664,15605660,15919408,16101216,16372660,16596200,16689616,16695456,17020828,17315612,17536120,17911224,18314232,18693736,18917600,19148220,19313400,19561084,19801752,20088032,20565484,20934544,21336236,21641436,21982904,22361480,23064188,23381580,23945668,24347292,24731448,25333216,25822296,26257700,26690852,27220808,27993184,28773368,29448616,30158980,31252560,32159148,32919512,33851948,34042648,35177848,35878404,36307332,37077952,37826552,38582904,39046348,39794736,40763900,41824592,43396052,43992696,44600128,45225424,46335436,47178704,48578844,49440868,50512008,51108116,52243496,53478152,54839036,55725872,56602920,58094024,59024616,60348384,61976776,63532080,65171016,66825100,68865788,70610120,72419524,74462296,76077492,78252992,80578544,83415816,85207368,87723412,91476144,93297764,95567792,98994380,100369800,102090712,103775844,106016988,107494368,110028000,111581844,114258696,117941064,120587464,124469188,127428924,130132528,131452532,133881996,135738768,138501296,140774512,143023436,145846656,147793224,150856320,153354428,156834040,162060588,166991240,169836800,172481840,175063108,180784832,182924860,184807072,186302356,189452196,192252124,194267776,194042864,192852120,195019868,197174124,198955856,206651412,209445532,211864596,214990244,213759248,216450820,218125916,220591100,219466768,223916944,226539856,229945900,235360656,238319776,240839300,242840924,247751768,252369272,254693292,258133656,264316360,266846700,271262788,276858784,281162440,285611384,290133416,291542260,295888620,297326708,301623780,306306832,320014136,327908576,332567560,340239636,338805916,341798372,340643312,345275492,348879312,350646152,350399888,351481852,352699940,358395464,362331104,366838792,368527768,373960380,380496512,385853832,384509732,388857988,394758044,401017300,411539004,418074396,420627188,428186720,435232312,438928024,440518768,444669272,452778651,458218004,455782249,454064676,435635677,440750324,441591731,443638960,446101706,449781148,452247342,454897748,468345774,471972224,476684650,477304040,484091709,486227792,488412483,499017168,486496280,490713420,492942524,497308080,506850779,512292732,517411653,523526028,526307925,533914176,538871356,543322879
