cd	yr	qtr	index_nsa	index_sa	note
DV_ENC	1991	1	100	100	"                                                                                               "
DV_ENC	1991	2	101.28	100.44	"                                                                                               "
DV_ENC	1991	3	102.02	101.19	"                                                                                               "
DV_ENC	1991	4	102.73	102.32	"                                                                                               "
DV_ENC	1992	1	103.85	103.86	"                                                                                               "
DV_ENC	1992	2	105.58	104.7	"                                                                                               "
DV_ENC	1992	3	106.6	105.73	"                                                                                               "
DV_ENC	1992	4	107.44	107.01	"                                                                                               "
DV_ENC	1993	1	107.51	107.55	"                                                                                               "
DV_ENC	1993	2	110.09	109.14	"                                                                                               "
DV_ENC	1993	3	111.64	110.72	"                                                                                               "
DV_ENC	1993	4	112.75	112.32	"                                                                                               "
DV_ENC	1994	1	113.96	114.02	"                                                                                               "
DV_ENC	1994	2	116.47	115.44	"                                                                                               "
DV_ENC	1994	3	117.72	116.75	"                                                                                               "
DV_ENC	1994	4	118.67	118.23	"                                                                                               "
DV_ENC	1995	1	119.84	119.91	"                                                                                               "
DV_ENC	1995	2	122.55	121.43	"                                                                                               "
DV_ENC	1995	3	124.3	123.27	"                                                                                               "
DV_ENC	1995	4	125.32	124.9	"                                                                                               "
DV_ENC	1996	1	126.57	126.62	"                                                                                               "
DV_ENC	1996	2	129.43	128.24	"                                                                                               "
DV_ENC	1996	3	130.53	129.45	"                                                                                               "
DV_ENC	1996	4	131.14	130.69	"                                                                                               "
DV_ENC	1997	1	131.85	131.88	"                                                                                               "
DV_ENC	1997	2	134.54	133.33	"                                                                                               "
DV_ENC	1997	3	135.8	134.69	"                                                                                               "
DV_ENC	1997	4	136.02	135.53	"                                                                                               "
DV_ENC	1998	1	137.02	137.02	"                                                                                               "
DV_ENC	1998	2	139.56	138.35	"                                                                                               "
DV_ENC	1998	3	141.02	139.88	"                                                                                               "
DV_ENC	1998	4	142.53	141.97	"                                                                                               "
DV_ENC	1999	1	143.71	143.7	"                                                                                               "
DV_ENC	1999	2	147	145.8	"                                                                                               "
DV_ENC	1999	3	149.3	148.07	"                                                                                               "
DV_ENC	1999	4	150.65	150	"                                                                                               "
DV_ENC	2000	1	152.37	152.36	"                                                                                               "
DV_ENC	2000	2	155.18	153.99	"                                                                                               "
DV_ENC	2000	3	157.15	155.81	"                                                                                               "
DV_ENC	2000	4	158.45	157.72	"                                                                                               "
DV_ENC	2001	1	159.76	159.8	"                                                                                               "
DV_ENC	2001	2	162.37	161.16	"                                                                                               "
DV_ENC	2001	3	164.32	162.84	"                                                                                               "
DV_ENC	2001	4	165.24	164.45	"                                                                                               "
DV_ENC	2002	1	165.78	165.94	"                                                                                               "
DV_ENC	2002	2	168.75	167.48	"                                                                                               "
DV_ENC	2002	3	170.79	169.15	"                                                                                               "
DV_ENC	2002	4	171.53	170.69	"                                                                                               "
DV_ENC	2003	1	172.44	172.78	"                                                                                               "
DV_ENC	2003	2	175.63	174.22	"                                                                                               "
DV_ENC	2003	3	177.41	175.62	"                                                                                               "
DV_ENC	2003	4	178.56	177.68	"                                                                                               "
DV_ENC	2004	1	178.01	178.56	"                                                                                               "
DV_ENC	2004	2	182.05	180.49	"                                                                                               "
DV_ENC	2004	3	183.93	181.92	"                                                                                               "
DV_ENC	2004	4	184.71	183.85	"                                                                                               "
DV_ENC	2005	1	185.15	185.93	"                                                                                               "
DV_ENC	2005	2	189.04	187.32	"                                                                                               "
DV_ENC	2005	3	190.75	188.41	"                                                                                               "
DV_ENC	2005	4	190.55	189.77	"                                                                                               "
DV_ENC	2006	1	189.37	190.48	"                                                                                               "
DV_ENC	2006	2	192.46	190.63	"                                                                                               "
DV_ENC	2006	3	192.73	189.93	"                                                                                               "
DV_ENC	2006	4	190.02	189.36	"                                                                                               "
DV_ENC	2007	1	187.35	188.89	"                                                                                               "
DV_ENC	2007	2	187.2	185.31	"                                                                                               "
DV_ENC	2007	3	184.19	181.07	"                                                                                               "
DV_ENC	2007	4	177.07	176.4	"                                                                                               "
DV_ENC	2008	1	170.88	172.86	"                                                                                               "
DV_ENC	2008	2	170	168.13	"                                                                                               "
DV_ENC	2008	3	166.66	163.45	"                                                                                               "
DV_ENC	2008	4	156.3	155.57	"                                                                                               "
DV_ENC	2009	1	150.11	152.37	"                                                                                               "
DV_ENC	2009	2	152.46	150.6	"                                                                                               "
DV_ENC	2009	3	153.19	149.94	"                                                                                               "
DV_ENC	2009	4	151.15	150.21	"                                                                                               "
DV_ENC	2010	1	145.75	148.4	"                                                                                               "
DV_ENC	2010	2	150.45	148.4	"                                                                                               "
DV_ENC	2010	3	146.67	143.4	"                                                                                               "
DV_ENC	2010	4	143.72	142.74	"                                                                                               "
DV_ENC	2011	1	137.17	139.97	"                                                                                               "
DV_ENC	2011	2	140.02	137.96	"                                                                                               "
DV_ENC	2011	3	142.44	139.07	"                                                                                               "
DV_ENC	2011	4	139.38	138.47	"                                                                                               "
DV_ENC	2012	1	136.48	139.42	"                                                                                               "
DV_ENC	2012	2	143.47	141.19	"                                                                                               "
DV_ENC	2012	3	145.22	141.67	"                                                                                               "
DV_ENC	2012	4	144.51	143.66	"                                                                                               "
DV_ENC	2013	1	142.76	145.87	"                                                                                               "
DV_ENC	2013	2	151.63	149.13	"                                                                                               "
DV_ENC	2013	3	155.69	151.77	"                                                                                               "
DV_ENC	2013	4	154.27	153.46	"                                                                                               "
DV_ESC	1991	1	100	100	"                                                                                               "
DV_ESC	1991	2	100.73	100.48	"                                                                                               "
DV_ESC	1991	3	100.99	100.61	"                                                                                               "
DV_ESC	1991	4	102.05	101.79	"                                                                                               "
DV_ESC	1992	1	103.27	103.28	"                                                                                               "
DV_ESC	1992	2	103.68	103.42	"                                                                                               "
DV_ESC	1992	3	105.01	104.61	"                                                                                               "
DV_ESC	1992	4	106.1	105.81	"                                                                                               "
DV_ESC	1993	1	106.45	106.5	"                                                                                               "
DV_ESC	1993	2	108.32	108.03	"                                                                                               "
DV_ESC	1993	3	109.72	109.27	"                                                                                               "
DV_ESC	1993	4	110.82	110.53	"                                                                                               "
DV_ESC	1994	1	112.16	112.24	"                                                                                               "
DV_ESC	1994	2	113.99	113.68	"                                                                                               "
DV_ESC	1994	3	115.22	114.7	"                                                                                               "
DV_ESC	1994	4	116.29	115.99	"                                                                                               "
DV_ESC	1995	1	117.76	117.89	"                                                                                               "
DV_ESC	1995	2	119.68	119.35	"                                                                                               "
DV_ESC	1995	3	121.29	120.7	"                                                                                               "
DV_ESC	1995	4	122.45	122.17	"                                                                                               "
DV_ESC	1996	1	122.5	122.64	"                                                                                               "
DV_ESC	1996	2	124.92	124.56	"                                                                                               "
DV_ESC	1996	3	126.43	125.8	"                                                                                               "
DV_ESC	1996	4	127.03	126.75	"                                                                                               "
DV_ESC	1997	1	128.35	128.5	"                                                                                               "
DV_ESC	1997	2	129.21	128.82	"                                                                                               "
DV_ESC	1997	3	131.07	130.41	"                                                                                               "
DV_ESC	1997	4	133.66	133.41	"                                                                                               "
DV_ESC	1998	1	134.47	134.6	"                                                                                               "
DV_ESC	1998	2	137.11	136.65	"                                                                                               "
DV_ESC	1998	3	138.89	138.22	"                                                                                               "
DV_ESC	1998	4	140.2	139.96	"                                                                                               "
DV_ESC	1999	1	141.52	141.68	"                                                                                               "
DV_ESC	1999	2	144.09	143.53	"                                                                                               "
DV_ESC	1999	3	145.53	144.86	"                                                                                               "
DV_ESC	1999	4	146.77	146.54	"                                                                                               "
DV_ESC	2000	1	148.31	148.51	"                                                                                               "
DV_ESC	2000	2	149.95	149.29	"                                                                                               "
DV_ESC	2000	3	151.08	150.42	"                                                                                               "
DV_ESC	2000	4	151.57	151.29	"                                                                                               "
DV_ESC	2001	1	152.26	152.53	"                                                                                               "
DV_ESC	2001	2	154.58	153.85	"                                                                                               "
DV_ESC	2001	3	155.29	154.61	"                                                                                               "
DV_ESC	2001	4	156.08	155.77	"                                                                                               "
DV_ESC	2002	1	156.22	156.55	"                                                                                               "
DV_ESC	2002	2	158.48	157.72	"                                                                                               "
DV_ESC	2002	3	159.53	158.81	"                                                                                               "
DV_ESC	2002	4	160.44	160.09	"                                                                                               "
DV_ESC	2003	1	161.54	161.95	"                                                                                               "
DV_ESC	2003	2	163.94	163.13	"                                                                                               "
DV_ESC	2003	3	165.72	164.92	"                                                                                               "
DV_ESC	2003	4	166.93	166.59	"                                                                                               "
DV_ESC	2004	1	167.34	167.82	"                                                                                               "
DV_ESC	2004	2	170.77	169.9	"                                                                                               "
DV_ESC	2004	3	173.3	172.38	"                                                                                               "
DV_ESC	2004	4	175.29	174.96	"                                                                                               "
DV_ESC	2005	1	177.52	178.16	"                                                                                               "
DV_ESC	2005	2	181.2	180.21	"                                                                                               "
DV_ESC	2005	3	184.8	183.67	"                                                                                               "
DV_ESC	2005	4	187.72	187.43	"                                                                                               "
DV_ESC	2006	1	190.52	191.43	"                                                                                               "
DV_ESC	2006	2	194.85	193.65	"                                                                                               "
DV_ESC	2006	3	196.3	194.9	"                                                                                               "
DV_ESC	2006	4	197.37	197.09	"                                                                                               "
DV_ESC	2007	1	198.38	199.7	"                                                                                               "
DV_ESC	2007	2	201	199.6	"                                                                                               "
DV_ESC	2007	3	199.95	198.33	"                                                                                               "
DV_ESC	2007	4	197.39	197.11	"                                                                                               "
DV_ESC	2008	1	193.59	195.23	"                                                                                               "
DV_ESC	2008	2	195.21	193.72	"                                                                                               "
DV_ESC	2008	3	193.17	191.37	"                                                                                               "
DV_ESC	2008	4	186.84	186.58	"                                                                                               "
DV_ESC	2009	1	181.47	183.34	"                                                                                               "
DV_ESC	2009	2	184.55	182.98	"                                                                                               "
DV_ESC	2009	3	184.63	182.73	"                                                                                               "
DV_ESC	2009	4	183.2	182.94	"                                                                                               "
DV_ESC	2010	1	177.26	179.37	"                                                                                               "
DV_ESC	2010	2	180.24	178.58	"                                                                                               "
DV_ESC	2010	3	176.16	174.15	"                                                                                               "
DV_ESC	2010	4	173.82	173.61	"                                                                                               "
DV_ESC	2011	1	170.3	172.56	"                                                                                               "
DV_ESC	2011	2	171.6	169.91	"                                                                                               "
DV_ESC	2011	3	172.3	170.19	"                                                                                               "
DV_ESC	2011	4	169.39	169.25	"                                                                                               "
DV_ESC	2012	1	168.82	171.2	"                                                                                               "
DV_ESC	2012	2	174.54	172.73	"                                                                                               "
DV_ESC	2012	3	174.88	172.53	"                                                                                               "
DV_ESC	2012	4	174.79	174.74	"                                                                                               "
DV_ESC	2013	1	172.35	174.85	"                                                                                               "
DV_ESC	2013	2	179.46	177.49	"                                                                                               "
DV_ESC	2013	3	182.76	180.17	"                                                                                               "
DV_ESC	2013	4	178.99	178.97	"                                                                                               "
DV_MA	1991	1	100	100	"                                                                                               "
DV_MA	1991	2	99.9	99.51	"                                                                                               "
DV_MA	1991	3	100.08	99.26	"                                                                                               "
DV_MA	1991	4	100.77	100.2	"                                                                                               "
DV_MA	1992	1	101.2	101.24	"                                                                                               "
DV_MA	1992	2	101.5	101.09	"                                                                                               "
DV_MA	1992	3	102.03	101.15	"                                                                                               "
DV_MA	1992	4	102.76	102.19	"                                                                                               "
DV_MA	1993	1	100.95	101.07	"                                                                                               "
DV_MA	1993	2	102.05	101.57	"                                                                                               "
DV_MA	1993	3	102.61	101.66	"                                                                                               "
DV_MA	1993	4	102.73	102.22	"                                                                                               "
DV_MA	1994	1	102.4	102.6	"                                                                                               "
DV_MA	1994	2	103.06	102.51	"                                                                                               "
DV_MA	1994	3	103.61	102.56	"                                                                                               "
DV_MA	1994	4	102.57	102.12	"                                                                                               "
DV_MA	1995	1	101.8	102.09	"                                                                                               "
DV_MA	1995	2	102.87	102.22	"                                                                                               "
DV_MA	1995	3	103.78	102.66	"                                                                                               "
DV_MA	1995	4	103.15	102.76	"                                                                                               "
DV_MA	1996	1	102.56	102.9	"                                                                                               "
DV_MA	1996	2	104.03	103.31	"                                                                                               "
DV_MA	1996	3	104.39	103.25	"                                                                                               "
DV_MA	1996	4	103.58	103.2	"                                                                                               "
DV_MA	1997	1	103.03	103.44	"                                                                                               "
DV_MA	1997	2	104.59	103.82	"                                                                                               "
DV_MA	1997	3	104.99	103.82	"                                                                                               "
DV_MA	1997	4	104.83	104.46	"                                                                                               "
DV_MA	1998	1	104.75	105.18	"                                                                                               "
DV_MA	1998	2	107.25	106.46	"                                                                                               "
DV_MA	1998	3	108.52	107.28	"                                                                                               "
DV_MA	1998	4	109.15	108.74	"                                                                                               "
DV_MA	1999	1	109.95	110.43	"                                                                                               "
DV_MA	1999	2	112.57	111.79	"                                                                                               "
DV_MA	1999	3	114.95	113.58	"                                                                                               "
DV_MA	1999	4	115.58	115.11	"                                                                                               "
DV_MA	2000	1	116.66	117.19	"                                                                                               "
DV_MA	2000	2	119.47	118.73	"                                                                                               "
DV_MA	2000	3	122.42	120.88	"                                                                                               "
DV_MA	2000	4	123.69	123.12	"                                                                                               "
DV_MA	2001	1	124.49	125.13	"                                                                                               "
DV_MA	2001	2	128.52	127.78	"                                                                                               "
DV_MA	2001	3	132.3	130.58	"                                                                                               "
DV_MA	2001	4	133.75	133.05	"                                                                                               "
DV_MA	2002	1	135.36	136.12	"                                                                                               "
DV_MA	2002	2	140.2	139.41	"                                                                                               "
DV_MA	2002	3	144.9	142.99	"                                                                                               "
DV_MA	2002	4	148.08	147.25	"                                                                                               "
DV_MA	2003	1	150.27	151.16	"                                                                                               "
DV_MA	2003	2	156.03	155.17	"                                                                                               "
DV_MA	2003	3	162	159.87	"                                                                                               "
DV_MA	2003	4	164.75	163.78	"                                                                                               "
DV_MA	2004	1	165.02	165.99	"                                                                                               "
DV_MA	2004	2	171.86	170.9	"                                                                                               "
DV_MA	2004	3	177.04	174.75	"                                                                                               "
DV_MA	2004	4	180.51	179.44	"                                                                                               "
DV_MA	2005	1	183.48	184.47	"                                                                                               "
DV_MA	2005	2	191.27	190.2	"                                                                                               "
DV_MA	2005	3	198.3	195.81	"                                                                                               "
DV_MA	2005	4	202.01	200.82	"                                                                                               "
DV_MA	2006	1	204.86	205.89	"                                                                                               "
DV_MA	2006	2	209.46	208.28	"                                                                                               "
DV_MA	2006	3	212.48	209.84	"                                                                                               "
DV_MA	2006	4	212.27	210.98	"                                                                                               "
DV_MA	2007	1	211.12	212.2	"                                                                                               "
DV_MA	2007	2	211.29	210.11	"                                                                                               "
DV_MA	2007	3	211.03	208.34	"                                                                                               "
DV_MA	2007	4	207.87	206.46	"                                                                                               "
DV_MA	2008	1	203.83	205.16	"                                                                                               "
DV_MA	2008	2	202.29	201.1	"                                                                                               "
DV_MA	2008	3	200.05	197.33	"                                                                                               "
DV_MA	2008	4	195	193.53	"                                                                                               "
DV_MA	2009	1	189.31	191	"                                                                                               "
DV_MA	2009	2	190.54	189.27	"                                                                                               "
DV_MA	2009	3	191.88	189.03	"                                                                                               "
DV_MA	2009	4	190.63	189.14	"                                                                                               "
DV_MA	2010	1	185.74	187.87	"                                                                                               "
DV_MA	2010	2	188.69	187.2	"                                                                                               "
DV_MA	2010	3	185.13	182.14	"                                                                                               "
DV_MA	2010	4	183.11	181.8	"                                                                                               "
DV_MA	2011	1	177	179.33	"                                                                                               "
DV_MA	2011	2	180.5	178.87	"                                                                                               "
DV_MA	2011	3	182.97	179.77	"                                                                                               "
DV_MA	2011	4	179.47	178.39	"                                                                                               "
DV_MA	2012	1	177.31	179.77	"                                                                                               "
DV_MA	2012	2	182.9	181.08	"                                                                                               "
DV_MA	2012	3	184.4	181.05	"                                                                                               "
DV_MA	2012	4	183.65	182.73	"                                                                                               "
DV_MA	2013	1	181.58	184.11	"                                                                                               "
DV_MA	2013	2	187.75	185.79	"                                                                                               "
DV_MA	2013	3	191.17	187.62	"                                                                                               "
DV_MA	2013	4	189.15	188.32	"                                                                                               "
DV_MT	1991	1	100	100	"                                                                                               "
DV_MT	1991	2	100.72	100.3	"                                                                                               "
DV_MT	1991	3	102.24	101.42	"                                                                                               "
DV_MT	1991	4	103.67	103.24	"                                                                                               "
DV_MT	1992	1	104.16	104.18	"                                                                                               "
DV_MT	1992	2	105.82	105.35	"                                                                                               "
DV_MT	1992	3	107.94	107.06	"                                                                                               "
DV_MT	1992	4	109.73	109.3	"                                                                                               "
DV_MT	1993	1	111.3	111.35	"                                                                                               "
DV_MT	1993	2	114.76	114.18	"                                                                                               "
DV_MT	1993	3	118.16	117.19	"                                                                                               "
DV_MT	1993	4	120.46	120.04	"                                                                                               "
DV_MT	1994	1	122.99	123.06	"                                                                                               "
DV_MT	1994	2	126.97	126.24	"                                                                                               "
DV_MT	1994	3	129.91	128.85	"                                                                                               "
DV_MT	1994	4	131.74	131.38	"                                                                                               "
DV_MT	1995	1	133.35	133.42	"                                                                                               "
DV_MT	1995	2	136.74	135.87	"                                                                                               "
DV_MT	1995	3	139.07	137.95	"                                                                                               "
DV_MT	1995	4	140.03	139.71	"                                                                                               "
DV_MT	1996	1	141.71	141.75	"                                                                                               "
DV_MT	1996	2	144.51	143.53	"                                                                                               "
DV_MT	1996	3	145.93	144.81	"                                                                                               "
DV_MT	1996	4	146.54	146.24	"                                                                                               "
DV_MT	1997	1	147.81	147.81	"                                                                                               "
DV_MT	1997	2	149.96	148.91	"                                                                                               "
DV_MT	1997	3	151.37	150.28	"                                                                                               "
DV_MT	1997	4	151.69	151.37	"                                                                                               "
DV_MT	1998	1	153.46	153.42	"                                                                                               "
DV_MT	1998	2	156.02	154.91	"                                                                                               "
DV_MT	1998	3	157.88	156.79	"                                                                                               "
DV_MT	1998	4	159.52	159.15	"                                                                                               "
DV_MT	1999	1	161.18	161.14	"                                                                                               "
DV_MT	1999	2	164.89	163.71	"                                                                                               "
DV_MT	1999	3	167.3	166.19	"                                                                                               "
DV_MT	1999	4	169.43	168.98	"                                                                                               "
DV_MT	2000	1	171.56	171.57	"                                                                                               "
DV_MT	2000	2	175.3	174.04	"                                                                                               "
DV_MT	2000	3	177.45	176.26	"                                                                                               "
DV_MT	2000	4	179.46	178.94	"                                                                                               "
DV_MT	2001	1	182.01	182.1	"                                                                                               "
DV_MT	2001	2	185.33	184	"                                                                                               "
DV_MT	2001	3	187.54	186.23	"                                                                                               "
DV_MT	2001	4	188.73	188.16	"                                                                                               "
DV_MT	2002	1	189.92	190.1	"                                                                                               "
DV_MT	2002	2	193.93	192.54	"                                                                                               "
DV_MT	2002	3	196.01	194.52	"                                                                                               "
DV_MT	2002	4	197.47	196.9	"                                                                                               "
DV_MT	2003	1	199.14	199.43	"                                                                                               "
DV_MT	2003	2	203.25	201.8	"                                                                                               "
DV_MT	2003	3	206.97	205.27	"                                                                                               "
DV_MT	2003	4	210.15	209.57	"                                                                                               "
DV_MT	2004	1	214.09	214.53	"                                                                                               "
DV_MT	2004	2	222.98	221.38	"                                                                                               "
DV_MT	2004	3	230.59	228.5	"                                                                                               "
DV_MT	2004	4	236.95	236.33	"                                                                                               "
DV_MT	2005	1	245.6	246.29	"                                                                                               "
DV_MT	2005	2	258.82	256.96	"                                                                                               "
DV_MT	2005	3	270.35	267.61	"                                                                                               "
DV_MT	2005	4	277.5	276.81	"                                                                                               "
DV_MT	2006	1	283.47	284.6	"                                                                                               "
DV_MT	2006	2	290.73	288.62	"                                                                                               "
DV_MT	2006	3	294.16	290.85	"                                                                                               "
DV_MT	2006	4	294.38	293.62	"                                                                                               "
DV_MT	2007	1	292.94	294.56	"                                                                                               "
DV_MT	2007	2	293.78	291.52	"                                                                                               "
DV_MT	2007	3	288.43	284.96	"                                                                                               "
DV_MT	2007	4	276.33	275.51	"                                                                                               "
DV_MT	2008	1	263.44	265.31	"                                                                                               "
DV_MT	2008	2	256.68	254.54	"                                                                                               "
DV_MT	2008	3	247.65	244.56	"                                                                                               "
DV_MT	2008	4	231.74	231.01	"                                                                                               "
DV_MT	2009	1	217.8	219.63	"                                                                                               "
DV_MT	2009	2	216.06	214.06	"                                                                                               "
DV_MT	2009	3	215.75	212.99	"                                                                                               "
DV_MT	2009	4	213.73	213.03	"                                                                                               "
DV_MT	2010	1	208.52	210.39	"                                                                                               "
DV_MT	2010	2	209.59	207.43	"                                                                                               "
DV_MT	2010	3	202.98	200.38	"                                                                                               "
DV_MT	2010	4	197.63	197.07	"                                                                                               "
DV_MT	2011	1	191.43	193.16	"                                                                                               "
DV_MT	2011	2	192.34	190.15	"                                                                                               "
DV_MT	2011	3	192.91	190.48	"                                                                                               "
DV_MT	2011	4	192.2	191.79	"                                                                                               "
DV_MT	2012	1	195.54	197.22	"                                                                                               "
DV_MT	2012	2	206.48	204.01	"                                                                                               "
DV_MT	2012	3	213.23	210.55	"                                                                                               "
DV_MT	2012	4	217.51	217.2	"                                                                                               "
DV_MT	2013	1	223.15	224.93	"                                                                                               "
DV_MT	2013	2	234.89	231.99	"                                                                                               "
DV_MT	2013	3	241.51	238.44	"                                                                                               "
DV_MT	2013	4	243.48	243.26	"                                                                                               "
DV_NE	1991	1	100	100	"                                                                                               "
DV_NE	1991	2	98.57	98.33	"                                                                                               "
DV_NE	1991	3	98.01	97.38	"                                                                                               "
DV_NE	1991	4	97.35	97.34	"                                                                                               "
DV_NE	1992	1	98.08	98.15	"                                                                                               "
DV_NE	1992	2	96.66	96.39	"                                                                                               "
DV_NE	1992	3	96.39	95.74	"                                                                                               "
DV_NE	1992	4	96.56	96.55	"                                                                                               "
DV_NE	1993	1	94.01	94.19	"                                                                                               "
DV_NE	1993	2	95.39	95.07	"                                                                                               "
DV_NE	1993	3	95.57	94.87	"                                                                                               "
DV_NE	1993	4	95	94.98	"                                                                                               "
DV_NE	1994	1	95.05	95.37	"                                                                                               "
DV_NE	1994	2	96.14	95.75	"                                                                                               "
DV_NE	1994	3	96.57	95.79	"                                                                                               "
DV_NE	1994	4	95.63	95.63	"                                                                                               "
DV_NE	1995	1	95.17	95.6	"                                                                                               "
DV_NE	1995	2	96.49	96.03	"                                                                                               "
DV_NE	1995	3	97.54	96.71	"                                                                                               "
DV_NE	1995	4	96.88	96.89	"                                                                                               "
DV_NE	1996	1	97.54	98.08	"                                                                                               "
DV_NE	1996	2	99	98.47	"                                                                                               "
DV_NE	1996	3	99.97	99.06	"                                                                                               "
DV_NE	1996	4	99.55	99.56	"                                                                                               "
DV_NE	1997	1	99.98	100.62	"                                                                                               "
DV_NE	1997	2	101.72	101.12	"                                                                                               "
DV_NE	1997	3	103.04	102.07	"                                                                                               "
DV_NE	1997	4	103.75	103.73	"                                                                                               "
DV_NE	1998	1	104.67	105.43	"                                                                                               "
DV_NE	1998	2	107.8	107.13	"                                                                                               "
DV_NE	1998	3	110.04	108.96	"                                                                                               "
DV_NE	1998	4	111.33	111.29	"                                                                                               "
DV_NE	1999	1	112.68	113.58	"                                                                                               "
DV_NE	1999	2	117.58	116.83	"                                                                                               "
DV_NE	1999	3	120.88	119.63	"                                                                                               "
DV_NE	1999	4	122.62	122.56	"                                                                                               "
DV_NE	2000	1	124.84	125.91	"                                                                                               "
DV_NE	2000	2	130.66	129.87	"                                                                                               "
DV_NE	2000	3	135.03	133.55	"                                                                                               "
DV_NE	2000	4	137.65	137.56	"                                                                                               "
DV_NE	2001	1	140.31	141.57	"                                                                                               "
DV_NE	2001	2	146.6	145.76	"                                                                                               "
DV_NE	2001	3	151.82	150.1	"                                                                                               "
DV_NE	2001	4	153.56	153.45	"                                                                                               "
DV_NE	2002	1	156.48	157.87	"                                                                                               "
DV_NE	2002	2	164.03	163.13	"                                                                                               "
DV_NE	2002	3	170.96	169	"                                                                                               "
DV_NE	2002	4	174.12	173.97	"                                                                                               "
DV_NE	2003	1	176.82	178.36	"                                                                                               "
DV_NE	2003	2	183.51	182.51	"                                                                                               "
DV_NE	2003	3	189.47	187.37	"                                                                                               "
DV_NE	2003	4	193.81	193.62	"                                                                                               "
DV_NE	2004	1	197.03	198.7	"                                                                                               "
DV_NE	2004	2	206.35	205.19	"                                                                                               "
DV_NE	2004	3	213.2	210.99	"                                                                                               "
DV_NE	2004	4	216.76	216.48	"                                                                                               "
DV_NE	2005	1	220.83	222.67	"                                                                                               "
DV_NE	2005	2	229.02	227.66	"                                                                                               "
