CBSA	Metropolitan_Area_Name	yr	qtr	index_nsa	index_sa	Note
16974	"Chicago-Naperville-Arlington Heights, IL  (MSAD)"	2007	4	219.05	217.31	"                                                                                               "
16974	"Chicago-Naperville-Arlington Heights, IL  (MSAD)"	2008	1	206.11	208.84	"                                                                                               "
16974	"Chicago-Naperville-Arlington Heights, IL  (MSAD)"	2008	2	200.31	199.55	"                                                                                               "
16974	"Chicago-Naperville-Arlington Heights, IL  (MSAD)"	2008	3	192.94	189.88	"                                                                                               "
16974	"Chicago-Naperville-Arlington Heights, IL  (MSAD)"	2008	4	180.26	178.67	"                                                                                               "
16974	"Chicago-Naperville-Arlington Heights, IL  (MSAD)"	2009	1	166	169.14	"                                                                                               "
16974	"Chicago-Naperville-Arlington Heights, IL  (MSAD)"	2009	2	162.64	161.82	"                                                                                               "
16974	"Chicago-Naperville-Arlington Heights, IL  (MSAD)"	2009	3	161.87	158.65	"                                                                                               "
16974	"Chicago-Naperville-Arlington Heights, IL  (MSAD)"	2009	4	158.7	157.44	"                                                                                               "
16974	"Chicago-Naperville-Arlington Heights, IL  (MSAD)"	2010	1	149.1	152.75	"                                                                                               "
16974	"Chicago-Naperville-Arlington Heights, IL  (MSAD)"	2010	2	155.28	153.99	"                                                                                               "
16974	"Chicago-Naperville-Arlington Heights, IL  (MSAD)"	2010	3	151.69	148.18	"                                                                                               "
16974	"Chicago-Naperville-Arlington Heights, IL  (MSAD)"	2010	4	145.33	144.57	"                                                                                               "
16974	"Chicago-Naperville-Arlington Heights, IL  (MSAD)"	2011	1	136.31	140.26	"                                                                                               "
16974	"Chicago-Naperville-Arlington Heights, IL  (MSAD)"	2011	2	139.05	137.25	"                                                                                               "
16974	"Chicago-Naperville-Arlington Heights, IL  (MSAD)"	2011	3	140.22	136.63	"                                                                                               "
16974	"Chicago-Naperville-Arlington Heights, IL  (MSAD)"	2011	4	134.03	133.89	"                                                                                               "
16974	"Chicago-Naperville-Arlington Heights, IL  (MSAD)"	2012	1	129.06	133.16	"                                                                                               "
16974	"Chicago-Naperville-Arlington Heights, IL  (MSAD)"	2012	2	135.13	132.7	"                                                                                               "
16974	"Chicago-Naperville-Arlington Heights, IL  (MSAD)"	2012	3	136.01	132.45	"                                                                                               "
16974	"Chicago-Naperville-Arlington Heights, IL  (MSAD)"	2012	4	134.05	134.38	"                                                                                               "
16974	"Chicago-Naperville-Arlington Heights, IL  (MSAD)"	2013	1	133.43	137.84	"                                                                                               "
16974	"Chicago-Naperville-Arlington Heights, IL  (MSAD)"	2013	2	145.82	142.69	"                                                                                               "
16974	"Chicago-Naperville-Arlington Heights, IL  (MSAD)"	2013	3	149.11	145.19	"                                                                                               "
16974	"Chicago-Naperville-Arlington Heights, IL  (MSAD)"	2013	4	146.59	147.29	"                                                                                               "
17140	"Cincinnati, OH-KY-IN"	1991	1	100	100	"                                                                                               "
17140	"Cincinnati, OH-KY-IN"	1991	2	101.53	101.02	"                                                                                               "
17140	"Cincinnati, OH-KY-IN"	1991	3	101.8	101.59	"                                                                                               "
17140	"Cincinnati, OH-KY-IN"	1991	4	102.49	102.2	"                                                                                               "
17140	"Cincinnati, OH-KY-IN"	1992	1	103.71	103.72	"                                                                                               "
17140	"Cincinnati, OH-KY-IN"	1992	2	105.47	104.98	"                                                                                               "
17140	"Cincinnati, OH-KY-IN"	1992	3	106.59	106.32	"                                                                                               "
17140	"Cincinnati, OH-KY-IN"	1992	4	108.25	107.95	"                                                                                               "
17140	"Cincinnati, OH-KY-IN"	1993	1	108.99	109	"                                                                                               "
17140	"Cincinnati, OH-KY-IN"	1993	2	111	110.56	"                                                                                               "
17140	"Cincinnati, OH-KY-IN"	1993	3	111.63	111.25	"                                                                                               "
17140	"Cincinnati, OH-KY-IN"	1993	4	113.22	112.91	"                                                                                               "
17140	"Cincinnati, OH-KY-IN"	1994	1	114.51	114.53	"                                                                                               "
17140	"Cincinnati, OH-KY-IN"	1994	2	115.83	115.47	"                                                                                               "
17140	"Cincinnati, OH-KY-IN"	1994	3	116.78	116.27	"                                                                                               "
