CBSA	Metropolitan_Area_Name	yr	qtr	index_nsa	index_sa	Note
29820	"Las Vegas-Henderson-Paradise, NV"	1997	2	119.1	118.13	"                                                                                               "
29820	"Las Vegas-Henderson-Paradise, NV"	1997	3	120.31	119.31	"                                                                                               "
29820	"Las Vegas-Henderson-Paradise, NV"	1997	4	119.82	119.22	"                                                                                               "
29820	"Las Vegas-Henderson-Paradise, NV"	1998	1	120.59	120.18	"                                                                                               "
29820	"Las Vegas-Henderson-Paradise, NV"	1998	2	121.69	120.72	"                                                                                               "
29820	"Las Vegas-Henderson-Paradise, NV"	1998	3	122.59	121.51	"                                                                                               "
29820	"Las Vegas-Henderson-Paradise, NV"	1998	4	123.37	122.82	"                                                                                               "
29820	"Las Vegas-Henderson-Paradise, NV"	1999	1	124.2	123.77	"                                                                                               "
29820	"Las Vegas-Henderson-Paradise, NV"	1999	2	125.92	124.91	"                                                                                               "
29820	"Las Vegas-Henderson-Paradise, NV"	1999	3	127.58	126.43	"                                                                                               "
29820	"Las Vegas-Henderson-Paradise, NV"	1999	4	128.56	128	"                                                                                               "
29820	"Las Vegas-Henderson-Paradise, NV"	2000	1	130.13	129.72	"                                                                                               "
29820	"Las Vegas-Henderson-Paradise, NV"	2000	2	132.4	131.28	"                                                                                               "
29820	"Las Vegas-Henderson-Paradise, NV"	2000	3	134.16	132.93	"                                                                                               "
29820	"Las Vegas-Henderson-Paradise, NV"	2000	4	135.16	134.6	"                                                                                               "
29820	"Las Vegas-Henderson-Paradise, NV"	2001	1	137.24	136.9	"                                                                                               "
29820	"Las Vegas-Henderson-Paradise, NV"	2001	2	139.59	138.33	"                                                                                               "
29820	"Las Vegas-Henderson-Paradise, NV"	2001	3	142.6	141.23	"                                                                                               "
29820	"Las Vegas-Henderson-Paradise, NV"	2001	4	144.18	143.63	"                                                                                               "
29820	"Las Vegas-Henderson-Paradise, NV"	2002	1	146.31	146.07	"                                                                                               "
29820	"Las Vegas-Henderson-Paradise, NV"	2002	2	149.75	148.31	"                                                                                               "
29820	"Las Vegas-Henderson-Paradise, NV"	2002	3	151.7	150.12	"                                                                                               "
29820	"Las Vegas-Henderson-Paradise, NV"	2002	4	154.79	154.28	"                                                                                               "
29820	"Las Vegas-Henderson-Paradise, NV"	2003	1	157.99	157.85	"                                                                                               "
29820	"Las Vegas-Henderson-Paradise, NV"	2003	2	163.94	162.3	"                                                                                               "
29820	"Las Vegas-Henderson-Paradise, NV"	2003	3	171.29	169.42	"                                                                                               "
29820	"Las Vegas-Henderson-Paradise, NV"	2003	4	180.89	180.28	"                                                                                               "
29820	"Las Vegas-Henderson-Paradise, NV"	2004	1	194.93	194.85	"                                                                                               "
29820	"Las Vegas-Henderson-Paradise, NV"	2004	2	219.2	217.12	"                                                                                               "
29820	"Las Vegas-Henderson-Paradise, NV"	2004	3	237.8	235.01	"                                                                                               "
29820	"Las Vegas-Henderson-Paradise, NV"	2004	4	246.8	245.83	"                                                                                               "
29820	"Las Vegas-Henderson-Paradise, NV"	2005	1	255.21	255.25	"                                                                                               "
29820	"Las Vegas-Henderson-Paradise, NV"	2005	2	267.25	265.08	"                                                                                               "
29820	"Las Vegas-Henderson-Paradise, NV"	2005	3	275.45	271.95	"                                                                                               "
29820	"Las Vegas-Henderson-Paradise, NV"	2005	4	279.35	277.87	"                                                                                               "
29820	"Las Vegas-Henderson-Paradise, NV"	2006	1	282.43	282.66	"                                                                                               "
29820	"Las Vegas-Henderson-Paradise, NV"	2006	2	282.84	281.11	"                                                                                               "
29820	"Las Vegas-Henderson-Paradise, NV"	2006	3	280.22	276.37	"                                                                                               "
29820	"Las Vegas-Henderson-Paradise, NV"	2006	4	277.64	275.75	"                                                                                               "
29820	"Las Vegas-Henderson-Paradise, NV"	2007	1	270.68	271.01	"                                                                                               "
29820	"Las Vegas-Henderson-Paradise, NV"	2007	2	259.72	258.58	"                                                                                               "
29820	"Las Vegas-Henderson-Paradise, NV"	2007	3	246.31	242.87	"                                                                                               "
29820	"Las Vegas-Henderson-Paradise, NV"	2007	4	223.02	221.14	"                                                                                               "
29820	"Las Vegas-Henderson-Paradise, NV"	2008	1	193.89	194.16	"                                                                                               "
29820	"Las Vegas-Henderson-Paradise, NV"	2008	2	182.11	181.52	"                                                                                               "
29820	"Las Vegas-Henderson-Paradise, NV"	2008	3	170.82	168.44	"                                                                                               "
29820	"Las Vegas-Henderson-Paradise, NV"	2008	4	154.96	153.53	"                                                                                               "
29820	"Las Vegas-Henderson-Paradise, NV"	2009	1	137.76	138	"                                                                                               "
29820	"Las Vegas-Henderson-Paradise, NV"	2009	2	128.1	127.67	"                                                                                               "
29820	"Las Vegas-Henderson-Paradise, NV"	2009	3	125.13	123.4	"                                                                                               "
29820	"Las Vegas-Henderson-Paradise, NV"	2009	4	123.88	122.75	"                                                                                               "
29820	"Las Vegas-Henderson-Paradise, NV"	2010	1	123.11	123.35	"                                                                                               "
29820	"Las Vegas-Henderson-Paradise, NV"	2010	2	121.79	121.27	"                                                                                               "
29820	"Las Vegas-Henderson-Paradise, NV"	2010	3	118.73	117.12	"                                                                                               "
29820	"Las Vegas-Henderson-Paradise, NV"	2010	4	115.26	114.32	"                                                                                               "
29820	"Las Vegas-Henderson-Paradise, NV"	2011	1	111.43	111.64	"                                                                                               "
29820	"Las Vegas-Henderson-Paradise, NV"	2011	2	109.21	108.59	"                                                                                               "
29820	"Las Vegas-Henderson-Paradise, NV"	2011	3	106.77	105.37	"                                                                                               "
29820	"Las Vegas-Henderson-Paradise, NV"	2011	4	105.6	104.86	"                                                                                               "
29820	"Las Vegas-Henderson-Paradise, NV"	2012	1	105.36	105.53	"                                                                                               "
29820	"Las Vegas-Henderson-Paradise, NV"	2012	2	110.34	109.58	"                                                                                               "
29820	"Las Vegas-Henderson-Paradise, NV"	2012	3	116.93	115.4	"                                                                                               "
29820	"Las Vegas-Henderson-Paradise, NV"	2012	4	120.77	120.05	"                                                                                               "
29820	"Las Vegas-Henderson-Paradise, NV"	2013	1	129.05	129.29	"                                                                                               "
29820	"Las Vegas-Henderson-Paradise, NV"	2013	2	137.76	136.7	"                                                                                               "
29820	"Las Vegas-Henderson-Paradise, NV"	2013	3	145.6	143.64	"                                                                                               "
29820	"Las Vegas-Henderson-Paradise, NV"	2013	4	149.71	148.91	"                                                                                               "
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	1991	1	100	100	"                                                                                               "
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	1991	2	99.58	98.53	"                                                                                               "
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	1991	3	100.11	98.16	"                                                                                               "
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	1991	4	99.17	98.09	"                                                                                               "
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	1992	1	96.27	96.24	"                                                                                               "
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	1992	2	95.12	94.09	"                                                                                               "
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	1992	3	94.46	92.67	"                                                                                               "
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	1992	4	91.13	90.16	"                                                                                               "
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	1993	1	87.71	87.65	"                                                                                               "
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	1993	2	86.81	85.8	"                                                                                               "
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	1993	3	85.01	83.48	"                                                                                               "
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	1993	4	83.06	82.22	"                                                                                               "
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	1994	1	79.28	79.14	"                                                                                               "
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	1994	2	80.79	79.8	"                                                                                               "
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	1994	3	80.36	79.02	"                                                                                               "
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	1994	4	79.21	78.43	"                                                                                               "
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	1995	1	78.96	78.73	"                                                                                               "
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	1995	2	79.42	78.41	"                                                                                               "
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	1995	3	79.09	77.88	"                                                                                               "
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	1995	4	78.72	77.96	"                                                                                               "
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	1996	1	77.82	77.5	"                                                                                               "
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	1996	2	78.21	77.2	"                                                                                               "
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	1996	3	78.26	77.17	"                                                                                               "
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	1996	4	77.87	77.09	"                                                                                               "
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	1997	1	77.9	77.51	"                                                                                               "
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	1997	2	78.67	77.67	"                                                                                               "
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	1997	3	79.62	78.55	"                                                                                               "
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	1997	4	81.15	80.36	"                                                                                               "
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	1998	1	82.18	81.7	"                                                                                               "
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	1998	2	84.83	83.76	"                                                                                               "
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	1998	3	87.14	85.99	"                                                                                               "
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	1998	4	88.86	88.01	"                                                                                               "
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	1999	1	89.6	89.08	"                                                                                               "
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	1999	2	93.08	91.91	"                                                                                               "
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	1999	3	93.55	92.27	"                                                                                               "
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	1999	4	95.11	94.23	"                                                                                               "
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2000	1	97.84	97.3	"                                                                                               "
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2000	2	101.17	99.89	"                                                                                               "
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2000	3	103.84	102.35	"                                                                                               "
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2000	4	105.64	104.67	"                                                                                               "
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2001	1	108.45	107.95	"                                                                                               "
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2001	2	111.91	110.51	"                                                                                               "
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2001	3	115.23	113.45	"                                                                                               "
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2001	4	117.88	116.8	"                                                                                               "
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2002	1	120.97	120.51	"                                                                                               "
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2002	2	127.49	125.92	"                                                                                               "
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2002	3	133.91	131.72	"                                                                                               "
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2002	4	139.48	138.18	"                                                                                               "
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2003	1	143.87	143.43	"                                                                                               "
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2003	2	152.02	150.2	"                                                                                               "
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2003	3	161.35	158.63	"                                                                                               "
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2003	4	169.8	168.13	"                                                                                               "
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2004	1	180.72	180.23	"                                                                                               "
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2004	2	196.29	194.06	"                                                                                               "
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2004	3	208.01	204.43	"                                                                                               "
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2004	4	216.2	213.93	"                                                                                               "
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2005	1	226.07	225.51	"                                                                                               "
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2005	2	240.88	238.36	"                                                                                               "
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2005	3	255.61	251.17	"                                                                                               "
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2005	4	265.56	262.5	"                                                                                               "
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2006	1	272.35	271.75	"                                                                                               "
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2006	2	277.78	275.17	"                                                                                               "
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2006	3	280.04	275.1	"                                                                                               "
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2006	4	278.39	274.82	"                                                                                               "
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2007	1	271.64	271.26	"                                                                                               "
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2007	2	264.08	261.71	"                                                                                               "
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2007	3	253.08	248.61	"                                                                                               "
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2007	4	237.02	233.73	"                                                                                               "
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2008	1	211.59	211.53	"                                                                                               "
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2008	2	194.84	193.04	"                                                                                               "
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2008	3	182.21	178.97	"                                                                                               "
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2008	4	169.86	167.45	"                                                                                               "
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2009	1	158.7	158.83	"                                                                                               "
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2009	2	155.98	154.36	"                                                                                               "
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2009	3	158.59	155.79	"                                                                                               "
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2009	4	159.15	156.98	"                                                                                               "
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2010	1	156.17	156.37	"                                                                                               "
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2010	2	158.61	156.74	"                                                                                               "
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2010	3	156.11	153.38	"                                                                                               "
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2010	4	154.02	152.1	"                                                                                               "
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2011	1	151.88	152.07	"                                                                                               "
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2011	2	154	151.97	"                                                                                               "
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2011	3	153.48	150.86	"                                                                                               "
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2011	4	152.14	150.43	"                                                                                               "
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2012	1	151.8	151.88	"                                                                                               "
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2012	2	158.09	155.9	"                                                                                               "
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2012	3	162.52	159.78	"                                                                                               "
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2012	4	168.9	167.14	"                                                                                               "
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2013	1	176.36	176.35	"                                                                                               "
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2013	2	187.26	184.61	"                                                                                               "
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2013	3	197.21	193.91	"                                                                                               "
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2013	4	201.9	199.89	"                                                                                               "
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	1991	1	100	100	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	1991	2	99.13	99.32	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	1991	3	100.44	99.95	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	1991	4	102.1	101.78	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	1992	1	102.53	102.51	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	1992	2	103.02	103.22	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	1992	3	103.44	102.92	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	1992	4	104.42	104.09	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	1993	1	105.22	105.23	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	1993	2	108.21	108.39	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	1993	3	112	111.43	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	1993	4	113.45	113.08	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	1994	1	115.01	115.09	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	1994	2	115.62	115.76	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	1994	3	118.33	117.74	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	1994	4	118.57	118.15	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	1995	1	120.43	120.59	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	1995	2	120.94	121.03	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	1995	3	122.09	121.52	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	1995	4	122.69	122.23	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	1996	1	122.56	122.77	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	1996	2	124.98	125.04	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	1996	3	125.31	124.75	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	1996	4	126.42	125.92	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	1997	1	124.88	125.12	"                                                                                               "
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	1997	2	125.31	125.33	"                                                                                               "
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	1997	3	126.85	126.3	"                                                                                               "
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	1997	4	128.48	127.99	"                                                                                               "
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	1998	1	128.89	129.12	"                                                                                               "
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	1998	2	130.62	130.63	"                                                                                               "
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	1998	3	131.78	131.15	"                                                                                               "
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	1998	4	132.12	131.7	"                                                                                               "
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	1999	1	132.75	132.97	"                                                                                               "
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	1999	2	133.97	133.99	"                                                                                               "
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	1999	3	136.73	135.98	"                                                                                               "
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	1999	4	137.9	137.58	"                                                                                               "
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2000	1	141.09	141.31	"                                                                                               "
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2000	2	143.39	143.39	"                                                                                               "
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2000	3	147.44	146.56	"                                                                                               "
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2000	4	149.32	149.05	"                                                                                               "
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2001	1	152.92	153.23	"                                                                                               "
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2001	2	156.97	156.87	"                                                                                               "
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2001	3	162.52	161.54	"                                                                                               "
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2001	4	167.39	167.11	"                                                                                               "
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2002	1	171.65	172.09	"                                                                                               "
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2002	2	178.71	178.46	"                                                                                               "
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2002	3	185.11	184.08	"                                                                                               "
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2002	4	191.07	190.69	"                                                                                               "
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2003	1	192.15	192.72	"                                                                                               "
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2003	2	204.02	203.59	"                                                                                               "
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2003	3	213.48	212.47	"                                                                                               "
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2003	4	222.24	221.68	"                                                                                               "
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2004	1	230.72	231.42	"                                                                                               "
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2004	2	243.68	243.14	"                                                                                               "
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2004	3	256.44	255.41	"                                                                                               "
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2004	4	271.17	270.26	"                                                                                               "
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2005	1	286.56	287.39	"                                                                                               "
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2005	2	305.36	304.84	"                                                                                               "
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2005	3	324.03	322.93	"                                                                                               "
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2005	4	343.28	341.64	"                                                                                               "
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2006	1	360.07	361.3	"                                                                                               "
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2006	2	375.35	374.94	"                                                                                               "
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2006	3	385.51	384.25	"                                                                                               "
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2006	4	393.69	391.21	"                                                                                               "
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2007	1	391.67	393.47	"                                                                                               "
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2007	2	386.92	386.5	"                                                                                               "
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2007	3	373.95	372.85	"                                                                                               "
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2007	4	349.36	346.51	"                                                                                               "
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2008	1	317.52	319.67	"                                                                                               "
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2008	2	279.55	279.1	"                                                                                               "
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2008	3	250.46	249.61	"                                                                                               "
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2008	4	228.12	226.11	"                                                                                               "
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2009	1	201.79	203.54	"                                                                                               "
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2009	2	193.88	193.34	"                                                                                               "
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2009	3	189.81	189.11	"                                                                                               "
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2009	4	188.46	186.77	"                                                                                               "
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2010	1	184.8	186.76	"                                                                                               "
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2010	2	184.47	183.68	"                                                                                               "
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2010	3	177.56	176.75	"                                                                                               "
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2010	4	176.16	174.86	"                                                                                               "
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2011	1	167.98	169.83	"                                                                                               "
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2011	2	171.23	170.25	"                                                                                               "
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2011	3	173	172.14	"                                                                                               "
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2011	4	173.22	172.19	"                                                                                               "
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2012	1	174.22	176.15	"                                                                                               "
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2012	2	181.15	179.96	"                                                                                               "
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2012	3	185.47	184.37	"                                                                                               "
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2012	4	190.91	190.17	"                                                                                               "
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2013	1	195.08	197.11	"                                                                                               "
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2013	2	206.71	205.3	"                                                                                               "
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2013	3	213.28	211.91	"                                                                                               "
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2013	4	217.2	216.57	"                                                                                               "
33340	"Milwaukee-Waukesha-West Allis, WI"	1991	1	100	100	"                                                                                               "
33340	"Milwaukee-Waukesha-West Allis, WI"	1991	2	102.47	101.05	"                                                                                               "
33340	"Milwaukee-Waukesha-West Allis, WI"	1991	3	103.79	102.63	"                                                                                               "
33340	"Milwaukee-Waukesha-West Allis, WI"	1991	4	103.77	103.22	"                                                                                               "
33340	"Milwaukee-Waukesha-West Allis, WI"	1992	1	105.38	105.37	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
33340	"Milwaukee-Waukesha-West Allis, WI"	1992	2	109.06	107.55	"                                                                                               "
