state	yr	qtr	index_nsa	index_sa	note
AK	1991	1	100	100	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
AK	1991	2	99.81	99.6	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
AK	1991	3	101.55	101	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
AK	1991	4	99.94	100.56	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
AK	1992	1	101.78	101.76	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
AK	1992	2	103.08	102.85	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
AK	1992	3	104.48	103.91	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
AK	1992	4	104.18	104.88	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
AK	1993	1	103.42	103.37	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
AK	1993	2	106.55	106.25	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
AK	1993	3	107.68	107.15	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
AK	1993	4	109.47	110.24	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
AK	1994	1	111.56	111.48	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
AK	1994	2	112.53	112.14	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
AK	1994	3	113.83	113.34	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
AK	1994	4	112.57	113.36	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
AK	1995	1	115.49	115.42	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
AK	1995	2	117.49	117.02	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
AK	1995	3	118.81	118.34	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
AK	1995	4	118.81	119.58	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
AK	1996	1	122.08	122.13	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
AK	1996	2	123.2	122.66	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
AK	1996	3	121.75	121.24	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
AK	1996	4	124.53	125.26	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
AK	1997	1	124.38	124.63	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
AK	1997	2	125.86	125.21	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
AK	1997	3	127.24	126.68	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
AK	1997	4	126.81	127.44	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
AK	1998	1	128.07	128.58	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
AK	1998	2	131.39	130.63	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
AK	1998	3	132.5	131.84	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
AK	1998	4	134.3	134.86	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
AK	1999	1	133.53	134.31	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
AK	1999	2	135.97	135.11	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
AK	1999	3	137.1	136.36	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
AK	1999	4	135.47	135.97	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
AK	2000	1	136.72	137.66	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
AK	2000	2	141.16	140.27	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
AK	2000	3	141.36	140.5	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
AK	2000	4	141.6	142.11	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
AK	2001	1	144.21	145.25	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
AK	2001	2	148.36	147.45	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
AK	2001	3	151.86	150.93	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
AK	2001	4	152.9	153.43	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
AK	2002	1	153.81	154.87	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
AK	2002	2	158.91	158.07	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
AK	2002	3	161.97	160.91	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
AK	2002	4	162.1	162.62	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
AK	2003	1	166.69	167.88	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
AK	2003	2	168.84	167.99	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
AK	2003	3	172.02	170.84	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
AK	2003	4	175.39	175.9	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
AK	2004	1	178.25	179.66	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
AK	2004	2	184.21	183.27	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
AK	2004	3	188.75	187.34	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
AK	2004	4	192.18	192.61	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
AK	2005	1	197.54	199.57	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
AK	2005	2	203.84	202.56	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
AK	2005	3	211.7	209.95	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
AK	2005	4	213.79	214.21	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
AK	2006	1	216.17	218.89	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
AK	2006	2	224.8	223.14	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
AK	2006	3	227.33	225.27	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
AK	2006	4	226.96	227.24	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
AK	2007	1	227.2	230.73	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
AK	2007	2	234.87	232.82	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
AK	2007	3	233.62	231.27	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
AK	2007	4	229.96	230.29	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
AK	2008	1	220.87	224.64	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
AK	2008	2	230.98	228.81	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
AK	2008	3	232.7	230.2	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
AK	2008	4	225.28	225.58	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
AK	2009	1	230.34	234.69	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
AK	2009	2	227.67	225.24	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
AK	2009	3	226.72	224.15	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
AK	2009	4	225.82	226.35	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
AK	2010	1	221.71	225.98	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
AK	2010	2	230.15	227.48	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
AK	2010	3	231.21	228.51	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
AK	2010	4	226.02	226.77	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
AK	2011	1	227.78	232.34	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
AK	2011	2	228.15	225.16	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
AK	2011	3	229.11	226.35	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
AK	2011	4	226.4	227.53	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
AK	2012	1	222.09	226.49	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
AK	2012	2	235.98	232.66	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
AK	2012	3	234.86	232	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
AK	2012	4	232.99	234.35	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
AK	2013	1	232.9	237.57	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
AK	2013	2	243.31	239.72	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
AK	2013	3	242.82	239.87	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
AK	2013	4	237.09	238.59	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
AL	1991	1	100	100	"                                                                                               "
AL	1991	2	101.81	101.55	"                                                                                               "
AL	1991	3	102.61	102	"                                                                                               "
AL	1991	4	103.63	103.15	"                                                                                               "
AL	1992	1	104.59	104.57	"                                                                                               "
AL	1992	2	105.2	104.93	"                                                                                               "
AL	1992	3	106.78	106.15	"                                                                                               "
AL	1992	4	108.58	108.09	"                                                                                               "
AL	1993	1	108.3	108.26	"                                                                                               "
AL	1993	2	110.37	110.08	"                                                                                               "
AL	1993	3	112.28	111.59	"                                                                                               "
AL	1993	4	113.18	112.71	"                                                                                               "
AL	1994	1	114.95	114.91	"                                                                                               "
AL	1994	2	116.57	116.26	"                                                                                               "
AL	1994	3	117.91	117.15	"                                                                                               "
AL	1994	4	119.92	119.48	"                                                                                               "
AL	1995	1	121	120.95	"                                                                                               "
AL	1995	2	122.24	121.91	"                                                                                               "
AL	1995	3	123.05	122.21	"                                                                                               "
AL	1995	4	122.97	122.53	"                                                                                               "
AL	1996	1	123.51	123.5	"                                                                                               "
AL	1996	2	126.56	126.18	"                                                                                               "
AL	1996	3	127.94	127.06	"                                                                                               "
AL	1996	4	129.36	128.9	"                                                                                               "
AL	1997	1	130.58	130.61	"                                                                                               "
AL	1997	2	131.07	130.65	"                                                                                               "
AL	1997	3	133.28	132.38	"                                                                                               "
AL	1997	4	133.53	133.05	"                                                                                               "
AL	1998	1	133.59	133.63	"                                                                                               "
AL	1998	2	135.88	135.39	"                                                                                               "
AL	1998	3	138.01	137.14	"                                                                                               "
AL	1998	4	139.39	138.89	"                                                                                               "
AL	1999	1	139.76	139.81	"                                                                                               "
AL	1999	2	142.47	141.88	"                                                                                               "
AL	1999	3	143.05	142.22	"                                                                                               "
AL	1999	4	145.09	144.57	"                                                                                               "
AL	2000	1	146.8	146.86	"                                                                                               "
AL	2000	2	147.65	146.97	"                                                                                               "
AL	2000	3	149.1	148.29	"                                                                                               "
AL	2000	4	149.45	148.9	"                                                                                               "
AL	2001	1	150.85	150.94	"                                                                                               "
AL	2001	2	152.62	151.89	"                                                                                               "
AL	2001	3	153.1	152.25	"                                                                                               "
AL	2001	4	154.28	153.71	"                                                                                               "
AL	2002	1	154.13	154.27	"                                                                                               "
AL	2002	2	156.21	155.44	"                                                                                               "
AL	2002	3	157.07	156.15	"                                                                                               "
AL	2002	4	158.33	157.73	"                                                                                               "
AL	2003	1	159.77	160.01	"                                                                                               "
AL	2003	2	162.39	161.55	"                                                                                               "
AL	2003	3	164.76	163.71	"                                                                                               "
AL	2003	4	165.7	165.11	"                                                                                               "
AL	2004	1	164.86	165.2	"                                                                                               "
AL	2004	2	168.56	167.6	"                                                                                               "
AL	2004	3	172.63	171.45	"                                                                                               "
AL	2004	4	175.05	174.53	"                                                                                               "
AL	2005	1	176.84	177.3	"                                                                                               "
AL	2005	2	181.95	180.8	"                                                                                               "
AL	2005	3	185.51	184.1	"                                                                                               "
AL	2005	4	189.1	188.73	"                                                                                               "
AL	2006	1	193.14	193.74	"                                                                                               "
AL	2006	2	197.75	196.31	"                                                                                               "
AL	2006	3	198.26	196.64	"                                                                                               "
AL	2006	4	199.91	199.69	"                                                                                               "
AL	2007	1	200.86	201.69	"                                                                                               "
AL	2007	2	203.17	201.42	"                                                                                               "
AL	2007	3	202.71	200.94	"                                                                                               "
AL	2007	4	200.09	200.06	"                                                                                               "
AL	2008	1	197.99	198.98	"                                                                                               "
AL	2008	2	198.96	197.05	"                                                                                               "
AL	2008	3	196.75	194.84	"                                                                                               "
AL	2008	4	190.95	191.12	"                                                                                               "
AL	2009	1	186.79	187.92	"                                                                                               "
AL	2009	2	189.51	187.41	"                                                                                               "
AL	2009	3	188.27	186.3	"                                                                                               "
AL	2009	4	186.18	186.5	"                                                                                               "
AL	2010	1	179.73	181.08	"                                                                                               "
AL	2010	2	179.54	177.31	"                                                                                               "
AL	2010	3	174.95	172.99	"                                                                                               "
AL	2010	4	170.31	170.74	"                                                                                               "
AL	2011	1	168.57	170.08	"                                                                                               "
AL	2011	2	167.54	165.18	"                                                                                               "
AL	2011	3	168.34	166.38	"                                                                                               "
AL	2011	4	162.76	163.27	"                                                                                               "
AL	2012	1	163.55	165.18	"                                                                                               "
AL	2012	2	170.49	167.95	"                                                                                               "
AL	2012	3	169.64	167.52	"                                                                                               "
AL	2012	4	170.12	170.75	"                                                                                               "
AL	2013	1	169.2	171	"                                                                                               "
AL	2013	2	176.77	174.01	"                                                                                               "
AL	2013	3	178.37	176.09	"                                                                                               "
AL	2013	4	175.14	175.82	"                                                                                               "
AR	1991	1	100	100	"                                                                                               "
AR	1991	2	100.79	100.19	"                                                                                               "
AR	1991	3	102.12	101.72	"                                                                                               "
AR	1991	4	103.63	103.37	"                                                                                               "
AR	1992	1	104.31	104.29	"                                                                                               "
AR	1992	2	103.46	102.85	"                                                                                               "
AR	1992	3	105.4	104.97	"                                                                                               "
AR	1992	4	106.15	105.93	"                                                                                               "
AR	1993	1	106.69	106.65	"                                                                                               "
AR	1993	2	109.88	109.25	"                                                                                               "
AR	1993	3	110.96	110.47	"                                                                                               "
AR	1993	4	112.06	111.87	"                                                                                               "
AR	1994	1	114.3	114.23	"                                                                                               "
AR	1994	2	116.19	115.52	"                                                                                               "
AR	1994	3	116.72	116.15	"                                                                                               "
AR	1994	4	117.75	117.63	"                                                                                               "
AR	1995	1	119.24	119.15	"                                                                                               "
AR	1995	2	121.13	120.42	"                                                                                               "
AR	1995	3	123.31	122.68	"                                                                                               "
AR	1995	4	123.82	123.74	"                                                                                               "
AR	1996	1	125.36	125.22	"                                                                                               "
AR	1996	2	126.92	126.21	"                                                                                               "
AR	1996	3	126.73	126.07	"                                                                                               "
AR	1996	4	128.15	128.09	"                                                                                               "
AR	1997	1	127.8	127.61	"                                                                                               "
AR	1997	2	128.99	128.3	"                                                                                               "
AR	1997	3	130.29	129.64	"                                                                                               "
AR	1997	4	130.11	130.04	"                                                                                               "
AR	1998	1	130.87	130.63	"                                                                                               "
AR	1998	2	132.01	131.38	"                                                                                               "
AR	1998	3	132.94	132.26	"                                                                                               "
AR	1998	4	133.95	133.84	"                                                                                               "
AR	1999	1	135.68	135.39	"                                                                                               "
AR	1999	2	137.09	136.5	"                                                                                               "
AR	1999	3	137.45	136.74	"                                                                                               "
AR	1999	4	137.71	137.57	"                                                                                               "
AR	2000	1	138.86	138.53	"                                                                                               "
AR	2000	2	141.66	141.17	"                                                                                               "
AR	2000	3	141	140.19	"                                                                                               "
AR	2000	4	142.84	142.69	"                                                                                               "
AR	2001	1	144.61	144.27	"                                                                                               "
AR	2001	2	145.62	145.19	"                                                                                               "
AR	2001	3	147.33	146.42	"                                                                                               "
AR	2001	4	148.37	148.18	"                                                                                               "
AR	2002	1	149.35	149.03	"                                                                                               "
AR	2002	2	150.98	150.6	"                                                                                               "
AR	2002	3	153.6	152.58	"                                                                                               "
AR	2002	4	153.58	153.33	"                                                                                               "
AR	2003	1	156.18	155.93	"                                                                                               "
AR	2003	2	158.28	157.89	"                                                                                               "
AR	2003	3	161.74	160.62	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
AR	2003	4	161.84	161.53	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
AR	2004	1	165.59	165.46	"                                                                                               "
AR	2004	2	168.78	168.29	"                                                                                               "
AR	2004	3	172.29	171.08	"                                                                                               "
AR	2004	4	175.48	175.09	"                                                                                               "
AR	2005	1	177.1	177.1	"                                                                                               "
AR	2005	2	180.08	179.46	"                                                                                               "
AR	2005	3	184.26	182.91	"                                                                                               "
AR	2005	4	187.61	187.2	"                                                                                               "
AR	2006	1	188.92	189.08	"                                                                                               "
AR	2006	2	192.13	191.39	"                                                                                               "
AR	2006	3	194.53	192.98	"                                                                                               "
AR	2006	4	195.46	195.08	"                                                                                               "
AR	2007	1	195.81	196.2	"                                                                                               "
AR	2007	2	197.42	196.55	"                                                                                               "
AR	2007	3	196.77	195	"                                                                                               "
AR	2007	4	194.65	194.39	"                                                                                               "
AR	2008	1	193.13	193.73	"                                                                                               "
AR	2008	2	191.34	190.4	"                                                                                               "
AR	2008	3	189.8	187.83	"                                                                                               "
AR	2008	4	183.25	183.13	"                                                                                               "
AR	2009	1	180.32	181.11	"                                                                                               "
AR	2009	2	181.89	180.86	"                                                                                               "
AR	2009	3	183.57	181.44	"                                                                                               "
AR	2009	4	181.26	181.29	"                                                                                               "
AR	2010	1	175.67	176.64	"                                                                                               "
AR	2010	2	180.51	179.33	"                                                                                               "
AR	2010	3	177.57	175.34	"                                                                                               "
AR	2010	4	174.24	174.39	"                                                                                               "
AR	2011	1	172.41	173.57	"                                                                                               "
AR	2011	2	170.53	169.18	"                                                                                               "
AR	2011	3	175.38	173.13	"                                                                                               "
AR	2011	4	174.59	174.89	"                                                                                               "
AR	2012	1	174.65	175.89	"                                                                                               "
AR	2012	2	181.04	179.44	"                                                                                               "
AR	2012	3	183.2	180.83	"                                                                                               "
AR	2012	4	182	182.42	"                                                                                               "
AR	2013	1	183.64	184.93	"                                                                                               "
AR	2013	2	186.43	184.68	"                                                                                               "
AR	2013	3	186.87	184.45	"                                                                                               "
AR	2013	4	182.28	182.8	"                                                                                               "
AZ	1991	1	100	100	"                                                                                               "
AZ	1991	2	99.73	99.76	"                                                                                               "
AZ	1991	3	101.1	100.45	"                                                                                               "
AZ	1991	4	101.6	101.31	"                                                                                               "
AZ	1992	1	101.31	101.33	"                                                                                               "
AZ	1992	2	101.54	101.53	"                                                                                               "
AZ	1992	3	103.02	102.37	"                                                                                               "
AZ	1992	4	103.31	103.02	"                                                                                               "
AZ	1993	1	104.26	104.29	"                                                                                               "
AZ	1993	2	105.4	105.33	"                                                                                               "
AZ	1993	3	107.22	106.58	"                                                                                               "
AZ	1993	4	108.07	107.8	"                                                                                               "
AZ	1994	1	109.32	109.35	"                                                                                               "
AZ	1994	2	112.03	111.89	"                                                                                               "
AZ	1994	3	114.54	113.92	"                                                                                               "
AZ	1994	4	116.43	116.17	"                                                                                               "
AZ	1995	1	117.95	117.98	"                                                                                               "
AZ	1995	2	119.86	119.62	"                                                                                               "
AZ	1995	3	121.64	121.05	"                                                                                               "
AZ	1995	4	123.06	122.79	"                                                                                               "
AZ	1996	1	124.64	124.65	"                                                                                               "
AZ	1996	2	126.38	126.07	"                                                                                               "
AZ	1996	3	128.37	127.83	"                                                                                               "
AZ	1996	4	128.86	128.57	"                                                                                               "
AZ	1997	1	130.06	130.06	"                                                                                               "
AZ	1997	2	131.54	131.16	"                                                                                               "
AZ	1997	3	132.89	132.39	"                                                                                               "
AZ	1997	4	134.56	134.25	"                                                                                               "
AZ	1998	1	135.98	136	"                                                                                               "
AZ	1998	2	138.39	137.94	"                                                                                               "
AZ	1998	3	140.46	139.97	"                                                                                               "
AZ	1998	4	142.55	142.19	"                                                                                               "
AZ	1999	1	144.19	144.27	"                                                                                               "
AZ	1999	2	147.17	146.64	"                                                                                               "
AZ	1999	3	149.62	149.1	"                                                                                               "
AZ	1999	4	152.16	151.74	"                                                                                               "
AZ	2000	1	154.71	154.87	"                                                                                               "
AZ	2000	2	157.66	157.05	"                                                                                               "
AZ	2000	3	159.57	159.01	"                                                                                               "
AZ	2000	4	161.7	161.23	"                                                                                               "
AZ	2001	1	163.11	163.35	"                                                                                               "
AZ	2001	2	166.54	165.89	"                                                                                               "
AZ	2001	3	168.73	168.06	"                                                                                               "
AZ	2001	4	170.83	170.34	"                                                                                               "
AZ	2002	1	172.08	172.44	"                                                                                               "
AZ	2002	2	175.53	174.84	"                                                                                               "
AZ	2002	3	178.38	177.54	"                                                                                               "
AZ	2002	4	180.18	179.68	"                                                                                               "
AZ	2003	1	183.07	183.58	"                                                                                               "
AZ	2003	2	187.29	186.53	"                                                                                               "
AZ	2003	3	190.69	189.63	"                                                                                               "
AZ	2003	4	195.25	194.77	"                                                                                               "
AZ	2004	1	199.73	200.44	"                                                                                               "
AZ	2004	2	208.19	207.35	"                                                                                               "
AZ	2004	3	219.31	217.86	"                                                                                               "
AZ	2004	4	232.52	231.99	"                                                                                               "
AZ	2005	1	249.24	250.35	"                                                                                               "
AZ	2005	2	274.43	273.36	"                                                                                               "
AZ	2005	3	298.46	296.09	"                                                                                               "
AZ	2005	4	311.04	310.29	"                                                                                               "
AZ	2006	1	319.4	321.3	"                                                                                               "
AZ	2006	2	326.28	325.11	"                                                                                               "
AZ	2006	3	325.96	322.9	"                                                                                               "
AZ	2006	4	321.98	321.02	"                                                                                               "
AZ	2007	1	315.76	318.22	"                                                                                               "
AZ	2007	2	307.93	306.78	"                                                                                               "
AZ	2007	3	295.42	292.41	"                                                                                               "
AZ	2007	4	275.57	274.61	"                                                                                               "
AZ	2008	1	253.3	255.63	"                                                                                               "
AZ	2008	2	237.49	236.48	"                                                                                               "
AZ	2008	3	219.56	217.3	"                                                                                               "
AZ	2008	4	196.97	196.23	"                                                                                               "
AZ	2009	1	176.11	177.88	"                                                                                               "
AZ	2009	2	169.97	169.04	"                                                                                               "
AZ	2009	3	171.27	169.62	"                                                                                               "
AZ	2009	4	170.97	170.4	"                                                                                               "
AZ	2010	1	166.05	167.71	"                                                                                               "
AZ	2010	2	165.75	164.62	"                                                                                               "
AZ	2010	3	159.68	158.28	"                                                                                               "
AZ	2010	4	154.52	154.17	"                                                                                               "
AZ	2011	1	150.27	151.65	"                                                                                               "
AZ	2011	2	150.45	149.19	"                                                                                               "
AZ	2011	3	150.18	149.05	"                                                                                               "
AZ	2011	4	153.14	153.03	"                                                                                               "
AZ	2012	1	159.06	160.28	"                                                                                               "
AZ	2012	2	170.71	169.13	"                                                                                               "
AZ	2012	3	178.02	176.81	"                                                                                               "
AZ	2012	4	184.76	184.87	"                                                                                               "
AZ	2013	1	192.59	193.86	"                                                                                               "
AZ	2013	2	203.9	201.9	"                                                                                               "
AZ	2013	3	211.19	209.81	"                                                                                               "
AZ	2013	4	215.39	215.71	"                                                                                               "
CA	1991	1	100	100	"                                                                                               "
CA	1991	2	100.33	99.57	"                                                                                               "
CA	1991	3	100.38	99.39	"                                                                                               "
CA	1991	4	99.74	99.13	"                                                                                               "
CA	1992	1	98.32	98.33	"                                                                                               "
CA	1992	2	97.17	96.43	"                                                                                               "
CA	1992	3	96.85	95.88	"                                                                                               "
CA	1992	4	95	94.43	"                                                                                               "
CA	1993	1	92.93	92.94	"                                                                                               "
CA	1993	2	92.29	91.57	"                                                                                               "
CA	1993	3	91.07	90.15	"                                                                                               "
CA	1993	4	89.8	89.31	"                                                                                               "
CA	1994	1	88.26	88.26	"                                                                                               "
CA	1994	2	89.22	88.49	"                                                                                               "
CA	1994	3	88.99	88.08	"                                                                                               "
