"RegionName","1997-07","1997-08","1997-09","1997-10","1997-11","1997-12","1998-01","1998-02","1998-03","1998-04","1998-05","1998-06","1998-07","1998-08","1998-09","1998-10","1998-11","1998-12","1999-01","1999-02","1999-03","1999-04","1999-05","1999-06","1999-07","1999-08","1999-09","1999-10","1999-11","1999-12","2000-01","2000-02","2000-03","2000-04","2000-05","2000-06","2000-07","2000-08","2000-09","2000-10","2000-11","2000-12","2001-01","2001-02","2001-03","2001-04","2001-05","2001-06","2001-07","2001-08","2001-09","2001-10","2001-11","2001-12","2002-01","2002-02","2002-03","2002-04","2002-05","2002-06","2002-07","2002-08","2002-09","2002-10","2002-11","2002-12","2003-01","2003-02","2003-03","2003-04","2003-05","2003-06","2003-07","2003-08","2003-09","2003-10","2003-11","2003-12","2004-01","2004-02","2004-03","2004-04","2004-05","2004-06","2004-07","2004-08","2004-09","2004-10","2004-11","2004-12","2005-01","2005-02","2005-03","2005-04","2005-05","2005-06","2005-07","2005-08","2005-09","2005-10","2005-11","2005-12","2006-01","2006-02","2006-03","2006-04","2006-05","2006-06","2006-07","2006-08","2006-09","2006-10","2006-11","2006-12","2007-01","2007-02","2007-03","2007-04","2007-05","2007-06","2007-07","2007-08","2007-09","2007-10","2007-11","2007-12","2008-01","2008-02","2008-03","2008-04","2008-05","2008-06","2008-07","2008-08","2008-09","2008-10","2008-11","2008-12","2009-01","2009-02","2009-03","2009-04","2009-05","2009-06","2009-07","2009-08","2009-09","2009-10","2009-11","2009-12","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04"
"Alabama",69100,70100,70700,70100,68800,68500,68800,69200,69000,68900,69300,69900,69900,69800,69600,69600,70300,71700,73400,74400,74800,75300,76000,76300,76900,77600,78000,78300,78800,79300,79300,79000,79000,79100,79100,78800,78700,78900,79600,80000,80500,80800,81000,81600,82200,82400,82400,82500,82700,82900,83100,83500,83700,83300,83400,84100,84500,84700,85000,85500,86000,86100,86300,86600,87300,88200,88400,88100,88600,89000,88600,88700,89200,90100,90600,90700,91000,91000,90800,90900,91000,91000,92200,93700,94400,94400,94800,95500,96400,97500,98900,100000,100900,102000,102900,103600,104500,105800,107000,108200,109300,110300,111600,112500,112900,113400,114300,114600,114900,115100,115400,115500,115400,115700,116600,117000,117000,117000,117000,117000,117300,118000,118000,118000,118600,119600,119300,118000,117400,117100,116500,116700,116600,116100,116100,115100,113000,111600,111900,113300,115400,116800,117000,116500,116200,115900,115900,117200,118000,116100,113900,113500,113900,115100,116300,115100,113200,112500,112700,113300,113500,113400,113800,114200,114100,112900,111800,112100,113000,113400,112900,112100,111900,111900,112000,112500,113000,113300,114100,115300,115700,115700,115500,115800,116900,118800,119000,117700,116400,115900
"South Carolina",64200,65200,65600,66600,68000,68800,68800,69000,69200,69500,70000,70600,70800,71100,71600,72100,72600,73300,73500,74600,76800,78100,78400,78900,79200,79500,79800,80100,80900,81600,82100,82700,83000,83300,83800,83800,83600,84000,84600,84700,85000,85400,86300,87100,87700,88100,88700,88800,88800,89400,90000,90300,90200,90200,90400,90700,91200,91700,92300,92700,92900,92900,93400,94300,94600,94800,95200,95600,96100,96500,96800,97300,97900,98300,99000,99800,100200,100500,101100,101700,102700,103700,104500,105400,106300,107200,108300,109700,110700,111800,113100,114000,114500,115400,116400,117500,119000,120500,121500,122200,123200,125000,126900,128500,129100,129300,129500,130400,131400,132400,132700,133000,133800,133800,133300,133300,133400,133100,133100,133000,132700,132400,131900,131000,130200,130400,130500,129500,128500,128300,128200,128000,128000,128000,127600,127000,126500,126800,127300,127300,126800,126500,126500,126700,126600,126300,126600,127200,127300,126400,125000,124300,124800,125600,125800,124900,123700,122500,121800,121200,120800,119200,117600,117000,116900,116700,116900,116300,115500,115100,114600,114300,114500,114200,113600,113600,114100,114700,115000,115500,115200,114900,115200,116200,116600,116900,116800,117400,118000,118100
"Louisiana",54400,55200,55000,54100,53600,54100,55100,56800,59300,62700,66500,69500,71000,72900,74900,77300,78600,78200,76500,76300,76900,78600,79700,80200,80800,81600,81300,80500,80000,79400,78400,78300,79800,81000,80800,80800,81000,81200,81400,82000,82000,81600,80900,80500,81200,82600,83400,84100,84000,83500,82900,82000,81200,81800,83300,84800,84400,82800,82500,82000,80200,78600,78900,80000,81100,82400,84400,84400,82100,81000,83100,86700,89800,91200,91900,93100,94900,96700,97800,98700,100500,102200,102300,102200,102600,104000,105600,106500,106300,105700,105300,105700,106800,107800,108200,108400,109100,110500,112100,113500,114200,114600,114300,114500,115800,117300,117400,117000,117200,117900,118500,119500,120200,120000,119200,118600,118000,117500,117400,118100,118900,119100,118800,117900,117600,118100,118400,118300,118300,118700,118900,118600,118300,117900,117600,117300,117800,120100,123600,124800,123800,123400,124500,125200,125000,124500,123500,123400,124800,125200,124700,124600,125700,126700,127200,126500,126200,126400,124800,124200,124900,123200,121200,122900,125900,126800,126700,127200,127200,127100,129500,132000,131100,131400,133800,134700,134100,135100,136300,136600,137200,138600,139300,138800,138400,138700,137900,139000,142300,144600
"Kentucky",,,,,,,,,,,,,,86100,83300,82500,82800,83300,84100,84600,84300,83400,82900,83000,83500,84300,85100,85700,86400,87200,87700,87700,87500,87400,87300,88100,90100,91800,92100,93500,94900,95200,95000,95800,96400,96400,96100,95800,95900,96400,96500,95900,96100,96800,97600,98200,98600,98200,98100,98500,98900,99400,100700,101700,101400,101400,102000,102400,102200,102700,103900,105100,105700,106300,107100,107600,108200,109000,109600,110100,110600,111100,111400,111200,111100,111800,112700,112600,112300,112600,113400,113900,114200,114500,114800,114600,114000,113300,113300,113500,113800,114200,114600,114900,115500,115900,115700,115800,116300,116700,117000,117500,118000,118400,118800,119200,119300,118900,118400,118100,118700,119100,119000,119300,119800,119900,119000,117900,117100,116900,117100,117600,117800,117800,117300,116600,116100,116300,116900,117500,117500,117700,118500,119200,119400,119500,119900,120900,121400,120900,119900,119600,120300,121300,121600,121100,120000,119200,118500,118600,119200,119000,119100,119900,120000,118800,117900,117900,117600,116900,116200,115700,115600,116200,116700,117100,118000,119000,119700,120200,120800,122300,124200,125100,124600,124000,123400,123300,123400,123600
"Oregon",124200,124300,125200,126500,127200,127300,127700,128400,129100,129700,130000,130000,129800,130000,130700,131700,132600,133400,134100,135300,136700,136900,136500,136600,136300,135500,135400,136200,136800,137000,138000,139500,140600,140900,140900,141000,140900,141000,141200,141400,141700,142700,143900,145100,145600,145500,145700,146100,146400,146700,146500,146300,147100,147900,148000,148300,149400,150800,151600,152200,153300,154200,155200,156400,157800,158900,159900,160500,160900,161500,162200,163200,164400,165700,167200,168600,170000,171400,172700,173500,174600,175800,177200,178900,180900,183200,185500,187700,189800,192000,194400,196900,199600,202800,206100,209600,214000,219800,225200,229600,233800,237500,240400,243900,247400,250500,254100,256600,257100,256600,257000,257500,257400,258200,259800,260200,260000,260500,260200,259700,259600,258400,256700,254800,252600,251700,251200,249200,246400,244600,243300,242400,240100,237600,233900,229600,226000,224100,222900,223400,222800,221000,219900,219700,219900,219700,219600,220900,221600,219500,216800,216100,216500,215600,213500,210900,208400,206600,205200,204200,203700,201600,199000,197300,195900,194600,194200,193800,192900,192000,191400,191000,191000,191200,190800,189600,189300,190600,192000,192800,192800,193200,194500,195900,196800,198300,199600,201300,204000,206600
"Oklahoma",,,,,,,,45800,47300,49000,50500,51600,52300,52900,53500,53800,53900,54100,54500,55000,55200,55200,56000,56700,56500,56200,56200,56300,56600,56900,57400,57900,58800,59700,60100,59800,59100,58900,59300,59500,59500,59500,59900,60900,61600,61800,61900,61900,62000,62600,63300,63400,63500,64200,64800,64900,64900,64800,65000,65100,65300,65600,66300,67000,67500,67500,67900,68500,68800,68900,69000,69400,69900,70300,70700,71300,71900,71900,71400,71200,71700,72100,72100,72000,71800,71900,72300,72900,73500,74400,75100,75400,75600,76000,76400,76700,77100,77400,77600,77800,77700,77900,78700,79300,79500,79600,79900,80100,80200,80300,80400,80200,80300,80800,81300,81600,81700,82000,82400,82800,83200,83300,83200,83200,83400,83700,83800,83800,83900,84100,84100,84300,84600,84800,84900,84800,84500,84900,85600,86300,86700,86800,86600,86900,87200,87400,87600,87700,87200,86300,85600,85700,86000,86400,86300,86000,85700,85700,85700,86700,88200,88700,88700,89300,89900,90600,91400,91900,92400,92800,92600,92300,93100,94100,94300,94200,95000,95900,96600,96900,96900,97000,98100,99200,99600,99800,100100,99700,99000,98500
"Connecticut",128500,128600,129400,129800,130200,130800,131300,131900,133200,134200,134500,134300,134500,135300,136500,137200,138200,139500,141200,142200,143000,143900,145000,145300,145400,146200,147400,148200,149300,151000,152800,154100,155000,156000,157600,159000,159900,160800,161800,163100,164600,165500,166800,168900,170300,171100,172100,173400,174900,176800,178900,180600,181700,182200,183700,185800,187300,188900,191700,194300,196100,197500,199400,202000,205000,207700,209000,210100,212000,214400,216100,218000,220300,223100,225600,227500,229200,231900,234300,236100,238700,242400,245500,248300,251200,253400,255600,257900,260600,263100,266200,269000,271500,273600,275900,277700,280100,282900,285100,286900,289100,290600,291200,290900,290100,289900,289600,288600,287500,287400,287400,287400,286800,286700,286700,287100,287800,287300,285700,284100,283100,282500,282100,281000,279200,277400,276600,276600,276500,275200,273000,271500,270300,269100,266900,264300,260900,257400,254800,254400,253400,251600,251100,252000,252200,251700,251100,251400,252100,252000,251700,251500,250900,250300,249800,248200,246800,245100,243900,243400,243000,241600,240200,238100,236200,235900,236200,236100,234900,232800,230400,228900,228100,227400,226300,225800,225500,225400,225800,226200,224400,222900,223000,223100,223100,224100,224300,223700,223900,224200
"Arkansas",57500,58000,58400,58500,59200,59600,59300,59200,60100,61200,61800,62300,62900,63500,63500,63400,63000,63200,64000,64700,64900,64700,64500,65000,65200,64700,64700,65300,66100,66300,66200,66200,66900,67600,68200,68500,68300,68200,68500,68500,67900,67700,68100,68000,67600,68000,69100,69500,69200,68800,69000,69300,69400,69400,69600,70200,71000,71500,71200,71500,72300,72800,72900,73600,74700,75400,75800,76400,76800,77000,77100,77400,77700,78200,78800,79400,80100,81000,81500,81700,81900,82300,82700,83200,85000,87800,89500,90000,91100,92200,92800,93100,93400,93700,94300,94900,95400,96000,96700,97400,97700,98900,100600,101500,101400,101800,102500,103200,103200,102900,103200,103900,103800,104100,105600,106300,105900,105700,105700,105700,105500,105300,104700,104300,104500,103300,101300,100900,101200,100500,100500,101100,101000,101000,100600,99200,97900,97700,97600,97800,98100,98600,98800,99800,100600,100600,100600,101000,101500,100700,99300,99500,102500,105000,105200,102600,100000,98900,98700,98900,99400,99300,99000,98700,98800,99600,100500,101100,101900,101500,100100,98500,97800,98100,99000,99600,99500,99100,99100,99900,100400,100400,101900,105000,106700,107300,107700,107700,107600,107500
"Utah",145700,145200,143400,142400,143400,143700,144300,145500,146000,145400,144900,145700,147300,148300,148200,148800,148500,147500,147300,148100,149700,150500,151000,151200,150800,149900,149800,149800,149300,148700,148900,150000,150700,150700,150900,151200,151700,151700,150600,150200,151400,152600,153200,153000,152800,153300,154100,154800,156100,156400,156000,156100,157600,157800,155300,153300,153900,154800,154800,155500,156200,156500,157400,158600,159000,158000,157700,157500,157500,157800,159400,160100,159900,158900,158200,158700,159600,161000,162900,163700,163500,163100,163200,163100,162600,162300,162700,162800,163100,165200,168700,171600,172800,173200,173500,174000,175200,177300,179300,181400,182900,187000,193400,199300,201800,204200,206500,209400,212900,216200,219200,222100,224700,229300,235200,237600,238400,240400,241600,243100,246000,246700,247900,249200,250800,248000,239500,230500,227400,226600,225400,223500,221900,222800,221700,216400,212900,209100,203200,200800,203100,205300,208300,212000,213500,213900,214200,216500,215400,210900,208200,210700,212200,212100,210600,205700,202100,203000,202700,199500,197200,195400,194300,194600,194500,193200,191400,191400,191300,189700,187400,186500,187300,189500,192000,194300,194500,193400,195300,198800,199500,199200,201100,205100,208900,210100,208900,207600,210600,215100
"Nevada",116600,116400,116400,117100,117500,117700,118000,118600,118700,119200,120000,120500,120300,119800,119400,119800,120400,121000,121800,122300,122300,122800,124000,124900,125500,126200,127200,128300,129400,130300,131100,131700,132000,132300,132700,133400,133600,134000,134700,136100,137200,137800,138500,139400,139700,139700,140500,141500,142300,143300,144300,145000,146100,147100,148000,149300,150500,151100,151400,151800,152500,153400,154700,156400,158200,159900,161700,163500,164700,165800,167100,168400,170700,173800,177500,181400,185700,190800,195600,201300,210400,223000,236300,250500,262700,271200,276100,279400,281400,282600,283300,285200,288200,291000,291600,291000,291700,294700,298800,303700,309200,313100,315300,316900,317500,316000,313900,312100,310300,306900,303600,302100,302400,301900,299400,295500,291900,287300,282600,278700,276000,271900,266300,258500,249800,247400,248100,244000,236400,233200,229900,224000,216700,211500,206800,200100,192400,184200,177900,173100,168100,162400,159400,156500,152800,150100,149100,148400,147800,146700,146200,146500,145900,144400,143000,141800,140800,139600,138600,138100,137400,135800,133600,131900,130600,129200,127200,125800,124700,123600,122600,122700,123200,122700,121900,121900,122300,122500,123400,125000,126700,128400,130100,132400,134700,136900,138800,142000,146300,150100
"New Mexico",,106500,107100,107500,108200,107700,107100,105600,106200,108200,110800,111400,111800,112500,112700,112100,112400,112200,111600,111300,111600,111600,112700,113000,113000,113400,113600,113000,113400,112900,112100,112300,113200,113000,112800,112100,112000,113200,114000,113500,112900,113800,115300,115700,115500,115400,115900,116800,117300,118400,119700,120500,121900,122300,121300,120700,120700,120400,121500,122900,123600,123800,124600,126300,126800,127000,127100,127400,127400,126900,126200,127300,129100,129200,128500,129000,130200,130100,129300,129200,130100,131700,133000,133500,133900,134500,135300,136100,136800,138200,140800,143200,144200,145000,145900,146600,147300,148800,151100,154100,155900,158000,161000,164800,167300,168700,169800,171700,172600,173400,174400,175100,176500,178200,177800,176400,176900,178800,179300,178100,178300,179000,177500,175600,175800,176000,175300,174000,172900,171200,169500,169200,169100,169000,168500,167400,164200,164000,166500,170800,174500,178500,179400,180200,182100,184600,186500,188300,188600,184900,182900,183700,183600,181500,182200,180900,176800,174600,175900,173000,170100,169400,168500,164400,163600,164800,166900,168300,169200,168300,167600,168100,168700,166400,161000,158300,158900,159300,158500,158400,159800,159500,158300,160500,163600,165300,167600,168400,166300,164800
"Nebraska",75600,75300,74700,74400,74500,75500,76900,77500,77300,77700,78700,79400,79700,79900,80600,81500,81800,81700,82100,83000,83900,84300,84600,85000,85300,85200,85800,86400,86500,86700,87000,87400,88100,88300,88100,88500,89300,90100,90600,90300,90000,90500,91300,91000,90700,91300,92300,92700,93500,94800,95800,96100,96500,96600,96700,96900,97500,98100,98700,99200,99600,100100,100600,101700,103000,104000,104300,104900,105300,105700,105900,106500,107300,107900,108100,108600,109000,109900,110900,111800,112000,112200,112400,112500,112600,113300,114000,114400,114500,114200,114300,115500,116600,117000,117200,117600,117900,118200,118600,119200,119800,120900,121800,121400,120600,120600,120600,120600,120700,120400,119900,119900,120600,121300,121800,121800,121200,120700,121000,121300,121300,121600,121900,121700,121400,120400,119100,118600,118800,118600,118100,118100,118200,117700,116700,115800,114900,113700,113200,113800,114900,115700,116100,116100,116900,117600,117600,117900,117900,117100,115800,115700,116300,117100,118500,119800,118200,115400,114500,114300,113800,113400,113600,114100,115700,116700,116700,115700,115200,116100,117700,118700,119800,122600,124700,123800,121100,119600,119100,119400,119800,121000,121900,122400,122700,122600,121800,121400,122400,123500
"Idaho",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138000,132300,130500,132300,133500,134600,135100,134100,132700,130800,129600,130000,132600,136400,139700,139500,140200,144400,149000,152900,158300,165300,172900,179500,183900,187400,192400,197800,201800,204100,207100,209200,208100,206000,203500,201500,202800,204700,204300,203800,202500,201400,201600,198400,194900,193500,191400,186700,184600,184200,183700,179800,177000,175700,176400,175000,169700,164100,163300,164200,163200,161800,163700,167500,169000,167700,165600,165100,165800,164600,161800,160400,160900,163200,164800,164500,160500,152800,147300,144700,142700,142700,142800,141800,140700,141200,143800,146400,148900,155000,159300,156600,154500,157300,160500,157200,151900,151200,152600,153800,156200,158300,159500,162600,166500,169400,167600,166600,177900,189200,190600
"Hawaii",,,,,,,,,,,,,,,,,,,,,,,,,,209200,210000,209600,208300,208500,208900,210600,210100,208300,208200,209600,209100,210400,211400,212300,212400,213600,216100,220300,220800,217400,214400,215900,218600,219600,220800,222500,224800,227200,231200,235600,236300,234400,235300,239900,244100,247500,250500,254700,260400,264800,267200,269200,270700,271500,274200,278200,282700,288000,293800,300200,306600,314000,321700,328900,336100,345700,355800,365700,374100,381800,388300,394000,400100,406500,412800,417900,426700,436600,447000,457200,470000,484000,497700,507000,511700,516100,521500,525000,523000,521600,520300,517300,513500,510600,507400,504600,502000,503000,507500,512700,514600,515500,514400,511500,508300,505800,503600,503100,503800,497000,486000,482000,481600,476200,471800,471600,472300,467700,459800,451700,447400,442700,442400,442900,440900,435700,432200,432000,431700,429900,429300,432300,433100,433100,431800,429000,427500,430100,431400,428400,424900,424600,425400,424600,424400,424300,424800,422400,418700,416600,417700,416400,412700,412000,411900,411700,412700,415300,413600,413600,415400,415600,414000,415800,415600,415700,419100,423200,426600,431200,433900,436400,441500,446600
"New Hampshire",91100,91500,92000,93300,95600,97400,98700,100300,101400,101900,102200,103300,104700,105200,105300,106200,107500,108900,110400,112000,113000,112600,112200,112800,112900,112300,112500,112900,113400,114000,115500,117100,118400,118800,120800,123100,124800,125800,127500,128200,128700,130200,133000,135400,138000,139000,139500,140600,143200,145300,147000,149800,151600,152200,154300,158000,159800,162500,165200,167400,168800,170800,173400,177800,183000,185800,185800,185300,185700,186600,187500,187600,189100,192300,194200,194300,194800,198300,202600,204800,206500,210400,214300,217100,219500,222600,224300,224300,225300,228200,230200,232100,235200,237300,237000,236700,238200,240900,242500,244100,245100,245000,245200,246300,246400,245900,245100,243400,240500,238700,238700,238900,236900,235600,235300,235900,235600,235100,234200,234300,233300,230300,228600,228900,229400,226700,223100,222000,222000,217300,213700,214800,215700,213300,210400,207800,206600,205800,202900,199900,198600,199500,202200,203700,204400,204400,204200,205100,205300,202700,201000,200100,200300,201600,202300,199400,196400,196500,197600,195900,194300,195600,197800,196900,194000,192000,191700,192600,193600,192400,190100,188600,187900,187300,187700,187800,187100,187100,187200,186400,184900,184100,184000,185500,186300,187000,187100,188100,189200,190400
"Rhode Island",111300,110800,111400,112400,112500,112300,112600,114600,116000,115200,114200,114400,114900,115900,117100,117800,118300,118400,119100,120000,120300,120400,121500,122500,122600,122200,122800,124100,125500,127100,129900,132200,133600,134100,134800,135200,136000,138000,139500,140600,141900,142600,143400,145300,147000,148100,150100,152600,154900,157200,159200,161600,163800,165700,167300,169800,173100,176900,180600,184000,187600,191300,195400,198800,201900,204900,208200,210200,212000,214700,217900,220700,223700,226900,231000,235100,238100,240800,242800,244800,248500,253500,257900,263200,268500,271900,274100,276200,279300,282400,285400,287900,290000,291100,291800,291800,292400,295300,298000,298200,296500,295700,296100,296100,295200,294100,292400,290600,288300,286200,284800,283500,282000,282000,282900,283300,282000,280300,277900,276300,274500,272500,270100,269100,268900,266500,260200,255500,254400,253900,251800,246800,242500,238500,232100,226400,223800,222600,223000,223300,222000,220900,221400,223200,224400,224600,225500,226700,227500,227500,228000,228400,228500,228000,226900,225300,224300,222600,221600,220900,219400,218700,217800,215900,213500,211300,210000,209700,208900,208200,206700,205300,205300,203600,201200,200800,200800,200400,200800,200800,199000,197800,199900,202100,201200,199900,200100,200700,200400,199400
"Montana",,,,,,,,95200,93200,93000,94600,95100,94600,95900,97300,97000,96400,96200,95800,96300,97000,96900,96700,97200,97600,97100,96900,97800,100000,100200,98800,98200,99100,99200,99400,100500,101600,101600,100800,101100,101800,103200,105300,106700,106700,105800,105500,106500,108100,108500,108600,108700,109300,109200,108200,106900,106100,106900,109100,109900,109300,109200,110000,111500,112700,113000,113300,114200,114900,115000,115300,116500,118700,119900,120700,121400,121900,123000,125100,126500,127000,127500,126900,126400,126200,127100,127700,128700,128100,130000,133400,135600,136200,138300,139700,140100,141000,144000,146800,146500,145800,147300,148400,150100,152700,154300,154600,155800,156300,156600,156000,154100,155600,158100,159000,159000,160400,160900,162100,164000,165300,163900,163800,165900,169200,168500,164300,158400,156700,158200,160200,160100,160500,158800,157600,161000,165000,163600,162500,165800,167800,170300,173500,173600,171100,172900,174300,173700,171700,170800,173200,177700,179200,174800,168200,164700,165400,167000,166500,164800,161900,160200,160200,160300,160000,160900,160900,160200,161100,160900,161500,161200,160100,158200,157700,159800,162900,161200,161400,164200,163300,163200,167400,170200,169300,170000,170800,168000,165500,166000
"Delaware",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116900,117700,118000,118400,119700,121600,122300,122100,122100,122500,123000,123800,124200,125200,126900,127900,128700,130900,132100,130900,131200,133500,134700,135700,137400,139500,141300,143400,145500,147000,147400,148400,149800,151000,151900,154200,156400,157600,158500,160000,162500,164300,165000,166300,168200,170700,173800,176100,177700,180300,182600,185000,187700,189700,191400,193900,196500,199000,201700,204900,208300,212000,215900,218200,219400,221900,224500,224300,223900,225200,226200,226300,226700,228100,229600,230100,229000,230800,233500,235200,235000,234400,232800,232300,231400,229900,227400,225300,225000,222600,220400,221100,221500,218900,217700,217200,216400,214900,212800,212200,211600,210000,209400,210700,211700,211900,212300,214700,218300,218900,218800,218800,216600,214100,213700,214300,214800,215500,215400,212600,210800,209700,208700,207000,206000,205200,203800,200600,197100,194200,191900,190800,188200,186200,186100,186800,185700,185100,184600,183900,185800,189000,190200,187700,186500,187500,189700,190600,192800,195100,195200,193600,192600
"Alaska",152100,149000,146900,145700,143000,143800,147300,150200,153000,155200,155300,153800,152000,150300,149100,147900,149100,149900,149000,147300,146800,147100,147800,148600,149200,149400,150200,151100,150100,149300,149600,149700,151100,154800,157700,157700,157100,158600,160500,162000,163300,163500,162700,162800,163700,165800,168000,169600,170800,172300,173700,174200,174900,174600,174100,174300,175500,176000,176700,176800,177600,179300,181100,182300,182500,182600,184800,187800,187700,186700,189000,192000,192900,193500,194900,196300,198400,201200,202500,203500,204400,205300,205100,206500,208200,208800,207900,210800,214300,216800,219000,221900,224300,226300,227900,229900,233100,237200,242800,244800,243200,247300,254100,255600,252500,253100,255000,258000,260600,263200,263100,262700,262800,262300,261700,260200,260400,262000,264300,264300,263500,259900,258600,260400,262100,262400,263000,262600,259800,258400,260800,262800,262500,261000,258300,255400,256800,255500,251300,253100,262400,265200,261600,262300,265500,267300,269800,271900,271600,268600,268900,273600,277700,276800,276100,272900,272900,275300,275700,274300,277600,279200,276800,273300,270800,272300,274200,273600,271700,272400,272000,269700,268800,271900,273200,271300,270100,272200,277200,279100,276700,277000,280300,283000,282300,281300,282200,284400,287800,291900
"North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113300,114800,117700,118900,119500,120200,121200,123100,125600,125600,124500,124700,125500,124800,124100,125300,126900,127700,128300,128200,126100,125700,127200,128900,128700,129200,129500,129400,129300,130300,131300,132700,133000,133400,133100,132000,132600,134600,135100,134300,133100,131700,132300,132800,132200,130600,129900,131000,132400,132600,131900,130100,128900,130900,132700,131600,132000,133400,134000,134100,134000,132700,133200,133600,134400,134200,132600,131800,132500,132300,131400,130600,130700,132200,132800,133500,134800,135100,133600,132800,133000,132700,131100,130100,131200,131900,133300,134200,133600,133100,135400,138700,141300,145800,153500,160600,162200,161000,161100,166700,173500,176800,177900
"District of Columbia",,111900,112300,109700,109700,113000,115900,116800,118500,118600,117900,118800,119700,121100,124900,128300,126300,123200,121600,121800,122300,123700,124100,125100,127000,126800,125700,128000,131700,132700,132900,133000,132800,134500,136700,137900,138300,138300,139000,141800,144200,145600,147400,149500,152400,156100,160100,162300,164700,166800,167000,166800,170000,173500,174600,175900,178300,180800,185400,190300,193200,197000,202000,204800,207400,212800,216800,219000,221800,224700,226300,228300,231900,236900,242600,249300,255100,260200,266000,273600,281500,290600,297500,302500,305200,309700,315300,317300,318700,325600,335400,343400,350300,355600,361300,365500,369700,375800,381300,386600,390400,390700,388200,386700,384500,381500,379100,380100,384100,384500,380900,381300,385500,388800,388900,388300,387300,386800,387000,389800,393000,393100,392200,390700,387500,383500,385500,386100,384000,381400,379000,374300,370100,366300,364700,363400,358700,351500,348700,352000,354200,349400,344200,343300,345500,347300,348700,350400,350000,349000,348400,347100,345300,347300,352000,353700,352600,351700,351500,351400,354400,357500,356700,353800,353900,356300,357800,358500,358400,357400,358800,361200,363800,365600,365500,365700,367500,370200,375300,381100,383800,387100,392400,395600,399300,404500,408900,413000,417700,419700
"Wyoming",,,,,,,,96300,97500,98500,99000,99000,99000,98000,96800,97700,99400,100400,100800,101200,102200,103100,104500,104800,104700,105000,106300,108000,110400,110800,110200,110400,110400,110700,109900,108500,108500,111800,114400,114900,112600,109900,109500,112700,115300,115600,115300,117600,118200,116700,116500,117100,117200,117200,116700,114100,113300,114500,118000,120900,123000,123600,123400,122400,122000,124400,125600,125600,127300,128700,128400,128300,128800,129100,130000,131400,133300,134900,137200,138100,137200,138800,140700,141400,141700,142700,143600,144300,143500,145100,147800,149600,149600,148400,146300,146000,148400,150700,151000,151000,153500,157300,160900,162900,162200,161900,162500,163000,162400,163000,167600,171500,171400,170100,170400,171000,172400,174800,177100,178200,179100,180600,181000,182100,183200,181000,175500,173800,175800,177300,178700,180200,181100,179000,174700,172700,174900,176200,178300,180700,181500,182200,185300,185400,183900,184200,185500,185200,183700,180500,178600,182900,188300,189300,186300,184300,181900,181000,179100,178000,179800,183300,186200,186900,183600,178800,177700,181000,185400,187600,188600,190800,194300,193000,189700,189200,192900,194600,195300,195100,196500,198900,203100,204300,,203100,207700,,211500,209700
