,,"All values, costs, and indexes are in current dollars (nominals)",,,,,
"STATE","Date","Home Value","Structure Cost","Land Value","Land Share","Home Price Index","Land Price Index"
"PA","2004Q4",192397,146262,46135,0.2397912469,1.537,7.474
"PA","2005Q1",198178,149303,48875,0.246619821,1.584,7.919
"PA","2005Q2",203972,151776,52195,0.2558944622,1.630,8.462
"PA","2005Q3",209590,153958,55632,0.265434281,1.675,9.024
"PA","2005Q4",214770,156133,58637,0.2730207917,1.716,9.517
"PA","2006Q1",219342,158547,60794,0.2771667206,1.753,9.873
"PA","2006Q2",223233,161039,62193,0.2786033203,1.784,10.109
"PA","2006Q3",226521,163374,63148,0.2787704803,1.810,10.275
"PA","2006Q4",229255,165329,63926,0.2788406507,1.832,10.414
"PA","2007Q1",231422,167003,64419,0.2783609684,1.849,10.518
"PA","2007Q2",232948,168395,64553,0.2771145891,1.861,10.553
"PA","2007Q3",233747,169962,63785,0.2728801766,1.868,10.437
"PA","2007Q4",233868,172104,61764,0.2640986947,1.869,10.114
"PA","2008Q1",233352,174960,58393,0.2502340721,1.865,9.568
"PA","2008Q2",232354,178273,54080,0.2327492453,1.857,8.864
"PA","2008Q3",231127,181523,49604,0.2146188437,1.847,8.133
"PA","2008Q4",229953,184187,45766,0.1990229317,1.837,7.504
"PA","2009Q1",229117,185493,43624,0.1904005631,1.831,7.151
"PA","2009Q2",228717,185816,42901,0.1875710321,1.828,7.030
"PA","2009Q3",228671,185276,43395,0.1897719698,1.827,7.108
"PA","2009Q4",228750,183992,44758,0.1956654143,1.828,7.327
"PA","2010Q1",228665,183216,45450,0.1987606228,1.827,7.426
"PA","2010Q2",228285,182932,45353,0.198667227,1.824,7.407
"PA","2010Q3",227712,184125,43587,0.1914122542,1.820,7.117
"PA","2010Q4",227122,187829,39293,0.1730049843,1.815,6.417
"PA","2011Q1",226620,192494,34126,0.1505853764,1.811,5.580
"PA","2011Q2",226424,197490,28934,0.1277871746,1.809,4.733
"PA","2011Q3",226519,199663,26856,0.118557765,1.810,4.394
"PA","2011Q4",226914,199678,27236,0.120026737,1.813,4.459
"PA","2012Q1",227773,199694,28079,0.1232774788,1.820,4.599
"PA","2012Q2",229016,199710,29306,0.1279658381,1.830,4.802
"PA","2012Q3",230504,199727,30776,0.1335176691,1.842,5.045
"PA","2012Q4",232132,199745,32386,0.1395172601,1.855,5.311
"PA","2013Q1",233782,199765,34017,0.145509213,1.868,5.581
"RI","1975Q1",29368,27900,1468,0.05,0.176,0.000
"RI","1975Q2",30098,28593,1505,0.05,0.181,0.000
"RI","1975Q3",30764,29226,1538,0.05,0.185,0.000
"RI","1975Q4",31366,29797,1568,0.05,0.188,0.000
"RI","1976Q1",31921,30325,1596,0.05,0.192,0.000
"RI","1976Q2",32501,30876,1625,0.05,0.195,0.000
"RI","1976Q3",33095,31441,1655,0.05,0.199,0.000
"RI","1976Q4",33696,32011,1685,0.05,0.202,0.000
"RI","1977Q1",34410,32689,1720,0.05,0.207,0.000
"RI","1977Q2",35327,33561,1766,0.05,0.212,0.000
"RI","1977Q3",36444,34622,1822,0.05,0.219,0.000
"RI","1977Q4",37703,35818,1885,0.05,0.226,0.000
"RI","1978Q1",39084,36669,2415,0.0617968368,0.235,0.000
"RI","1978Q2",40579,37155,3423,0.084364328,0.244,0.000
"RI","1978Q3",42161,37717,4444,0.1053989717,0.253,0.000
"RI","1978Q4",43808,38436,5372,0.1226189847,0.263,0.000
"RI","1979Q1",45438,39365,6073,0.1336469664,0.273,0.000
"RI","1979Q2",47045,40445,6600,0.1402968681,0.282,0.000
"RI","1979Q3",48587,41591,6996,0.143986021,0.292,0.000
"RI","1979Q4",50006,42716,7290,0.1457819904,0.300,0.000
"RI","1980Q1",51127,43688,7439,0.145502823,0.307,0.000
"RI","1980Q2",51959,44613,7346,0.1413824405,0.312,0.000
"RI","1980Q3",52512,45504,7008,0.1334571423,0.315,0.000
"RI","1980Q4",52897,46395,6502,0.1229131438,0.318,0.000
"RI","1981Q1",53288,47370,5919,0.1110733827,0.320,0.000
"RI","1981Q2",53748,48371,5376,0.1000317788,0.323,0.000
"RI","1981Q3",54100,49427,4673,0.0863711874,0.325,0.000
"RI","1981Q4",54462,50551,3911,0.0718037886,0.327,0.000
"RI","1982Q1",55005,51707,3299,0.0599713319,0.330,0.000
"RI","1982Q2",55798,52889,2909,0.0521390681,0.335,0.000
"RI","1982Q3",56884,54040,2844,0.05,0.342,0.000
"RI","1982Q4",58252,55339,2913,0.05,0.350,0.000
"RI","1983Q1",59806,56816,2990,0.05,0.359,0.000
"RI","1983Q2",61480,58406,3074,0.05,0.369,0.000
"RI","1983Q3",63190,60031,3160,0.05,0.379,0.000
"RI","1983Q4",64793,61554,3240,0.05,0.389,0.000
"RI","1984Q1",66308,62993,3315,0.05,0.398,0.000
"RI","1984Q2",67923,64527,3396,0.05,0.408,0.001
"RI","1984Q3",69763,66275,3488,0.05,0.419,0.001
"RI","1984Q4",71863,68270,3593,0.05,0.431,0.001
"RI","1985Q1",74329,70612,3716,0.05,0.446,0.002
"RI","1985Q2",77275,73411,3864,0.05,0.464,0.003
"RI","1985Q3",80771,76732,4039,0.05,0.485,0.005
"RI","1985Q4",84932,80685,4247,0.05,0.510,0.009
"RI","1986Q1",89846,85353,4492,0.05,0.539,0.020
"RI","1986Q2",95692,90907,4785,0.05,0.575,0.044
"RI","1986Q3",102521,93134,9387,0.091560079,0.616,0.105
"RI","1986Q4",110145,93530,16616,0.1508512504,0.661,0.186
"RI","1987Q1",118141,94171,23971,0.2028973525,0.709,0.269
"RI","1987Q2",126067,94979,31088,0.2465988261,0.757,0.349
"RI","1987Q3",133502,95913,37589,0.2815613491,0.802,0.424
"RI","1987Q4",140011,96929,43083,0.3077097094,0.841,0.487
"RI","1988Q1",145394,97940,47454,0.326381946,0.873,0.538
"RI","1988Q2",149630,98964,50666,0.3386068621,0.898,0.575
"RI","1988Q3",152927,99991,52936,0.3461507409,0.918,0.602
"RI","1988Q4",155549,101006,54543,0.3506496985,0.934,0.622
"RI","1989Q1",157709,101925,55784,0.3537142943,0.947,0.638
"RI","1989Q2",159502,102649,56854,0.3564446331,0.958,0.651
"RI","1989Q3",160901,103118,57783,0.3591205435,0.966,0.663
"RI","1989Q4",161716,103228,58488,0.3616709183,0.971,0.671
"RI","1990Q1",161879,103203,58677,0.3624714166,0.972,0.673
"RI","1990Q2",161511,103297,58214,0.3604341801,0.970,0.668
"RI","1990Q3",159809,103888,55922,0.3499267782,0.959,0.642
"RI","1990Q4",157869,105438,52431,0.3321172651,0.948,0.602
"RI","1991Q1",155861,108034,47828,0.3068595673,0.936,0.550
"RI","1991Q2",153863,111351,42512,0.2762950364,0.924,0.489
"RI","1991Q3",152077,114716,37361,0.2456718754,0.913,0.430
"RI","1991Q4",150626,117441,33185,0.2203123928,0.904,0.382
"RI","1992Q1",149429,118843,30586,0.2046841079,0.897,0.354
"RI","1992Q2",148393,119249,29143,0.1963921981,0.891,0.337
"RI","1992Q3",147507,119134,28372,0.1923449741,0.886,0.328
"RI","1992Q4",146647,118912,27734,0.1891236161,0.880,0.320
"RI","1993Q1",145709,119061,26648,0.1828857314,0.875,0.306
"RI","1993Q2",144828,119470,25358,0.1750878977,0.869,0.291
"RI","1993Q3",144065,119912,24153,0.1676529369,0.865,0.277
"RI","1993Q4",143457,120232,23225,0.1618930631,0.861,0.266
"RI","1994Q1",143006,120429,22576,0.1578701171,0.859,0.258
"RI","1994Q2",142610,120607,22003,0.1542891463,0.856,0.252
"RI","1994Q3",142148,121011,21137,0.1486965179,0.853,0.242
"RI","1994Q4",141638,121889,19749,0.139434945,0.850,0.226
"RI","1995Q1",141151,123349,17801,0.1261148957,0.847,0.204
"RI","1995Q2",140620,125169,15451,0.1098774137,0.844,0.178
"RI","1995Q3",140079,127048,13032,0.0930296108,0.841,0.150
"RI","1995Q4",139568,128660,10908,0.0781560049,0.838,0.125
"RI","1996Q1",139063,129609,9454,0.0679837021,0.835,0.109
"RI","1996Q2",138610,130133,8477,0.0611588605,0.832,0.098
"RI","1996Q3",138231,130388,7843,0.0567407196,0.830,0.090
"RI","1996Q4",137951,130532,7419,0.0537808438,0.828,0.085
"RI","1997Q1",137904,130842,7063,0.0512136989,0.828,0.081
"RI","1997Q2",138108,131202,6905,0.05,0.829,0.080
"RI","1997Q3",138617,131686,6931,0.05,0.832,0.081
"RI","1997Q4",139491,132516,6975,0.05,0.837,0.085
"RI","1998Q1",140694,133659,7035,0.05,0.845,0.095
"RI","1998Q2",142188,135079,7109,0.05,0.854,0.109
"RI","1998Q3",143941,136744,7197,0.05,0.864,0.131
"RI","1998Q4",145991,138691,7300,0.05,0.876,0.164
"RI","1999Q1",148384,140964,7419,0.05,0.891,0.214
"RI","1999Q2",151139,143582,7557,0.05,0.907,0.289
"RI","1999Q3",154357,146639,7718,0.05,0.927,0.399
"RI","1999Q4",157973,150075,7899,0.05,0.948,0.547
"RI","2000Q1",162018,153917,8101,0.05,0.973,0.738
"RI","2000Q2",166565,156036,10528,0.0632094563,1.000,1.000
"RI","2000Q3",171503,157796,13707,0.0799216739,1.030,1.304
"RI","2000Q4",176826,159348,17478,0.0988413507,1.062,1.666
"RI","2001Q1",182625,160552,22073,0.1208651748,1.096,2.116
"RI","2001Q2",189067,161482,27585,0.1459000212,1.135,2.651
"RI","2001Q3",196235,162475,33760,0.1720391206,1.178,3.252
"RI","2001Q4",204153,163815,40339,0.1975893738,1.226,3.893
"RI","2002Q1",212767,165450,47317,0.2223897101,1.277,4.566
"RI","2002Q2",221937,167372,54565,0.2458579931,1.332,5.272
"RI","2002Q3",231469,169061,62408,0.2696170569,1.390,6.039
"RI","2002Q4",241158,170074,71084,0.2947611213,1.448,6.889
"RI","2003Q1",250968,170682,80286,0.3199045444,1.507,7.802
"RI","2003Q2",260934,170927,90007,0.3449414351,1.567,8.757
"RI","2003Q3",271093,171790,99303,0.3663046702,1.628,9.669
"RI","2003Q4",281528,174162,107366,0.3813695403,1.690,10.459
"RI","2004Q1",292094,178410,113684,0.3892039286,1.754,11.070
"RI","2004Q2",302487,184035,118452,0.3915943678,1.816,11.531
"RI","2004Q3",312383,189923,122460,0.3920180617,1.875,11.915
"RI","2004Q4",321254,195000,126255,0.3930051244,1.929,12.275
"RI","2005Q1",328777,198119,130658,0.3974054068,1.974,12.680
"RI","2005Q2",334432,200266,134167,0.4011772042,2.008,13.007
"RI","2005Q3",338226,202105,136121,0.4024562061,2.031,13.185
"RI","2005Q4",340248,204405,135843,0.3992475762,2.043,13.147
"RI","2006Q1",340719,207673,133045,0.3904843877,2.046,12.864
"RI","2006Q2",339676,211467,128209,0.3774459251,2.039,12.388
"RI","2006Q3",337190,215018,122172,0.3623247897,2.024,11.800
"RI","2006Q4",333515,217586,115929,0.3475981758,2.002,11.193
"RI","2007Q1",328807,218973,109834,0.3340392586,1.974,10.607
"RI","2007Q2",323357,219547,103810,0.3210393342,1.941,10.024
"RI","2007Q3",317265,220329,96936,0.305535252,1.905,9.358
"RI","2007Q4",310595,222295,88300,0.2842919677,1.865,8.522
"RI","2008Q1",303489,226103,77386,0.2549888139,1.822,7.469
"RI","2008Q2",296332,231062,65269,0.2202579112,1.779,6.297
"RI","2008Q3",289637,236211,53427,0.1844606118,1.739,5.153
"RI","2008Q4",283909,240566,43343,0.1526640771,1.704,4.178
"RI","2009Q1",279236,242660,36576,0.1309862241,1.676,3.524
"RI","2009Q2",275051,243182,31869,0.1158642872,1.651,3.069
"RI","2009Q3",271503,242345,29158,0.1073935213,1.630,2.805
"RI","2009Q4",268235,240357,27878,0.1039298247,1.610,2.680
"RI","2010Q1",265068,239164,25903,0.0977234534,1.591,2.486
"RI","2010Q2",262145,238584,23561,0.0898779324,1.574,2.259
"RI","2010Q3",259205,240114,19091,0.0736517795,1.556,1.830
"RI","2010Q4",256040,243238,12802,0.05,1.537,1.032
"RI","2011Q1",252726,240090,12636,0.05,1.517,0.215
"RI","2011Q2",249563,237085,12478,0.05,1.498,0.036
"RI","2011Q3",246927,234580,12346,0.05,1.482,0.017
"RI","2011Q4",245005,232755,12250,0.05,1.471,0.014
"RI","2012Q1",243818,231627,12191,0.05,1.464,0.013
"RI","2012Q2",243163,231005,12158,0.05,1.460,0.012
"RI","2012Q3",242969,230821,12148,0.05,1.459,0.012
"RI","2012Q4",243076,230821,12255,0.0504160518,1.459,0.012
"RI","2013Q1",243241,230821,12420,0.0510607654,1.460,0.012
"SC","1975Q1",26015,24427,1588,0.0610471515,0.195,0.000
"SC","1975Q2",26062,24680,1382,0.0530257298,0.195,0.000
"SC","1975Q3",26198,24888,1310,0.05,0.196,0.000
"SC","1975Q4",26458,25135,1323,0.05,0.198,0.000
"SC","1976Q1",26878,25534,1344,0.05,0.201,0.000
"SC","1976Q2",27428,26057,1371,0.05,0.206,0.000
"SC","1976Q3",27967,26569,1398,0.05,0.210,0.000
"SC","1976Q4",28509,27084,1425,0.05,0.214,0.000
"SC","1977Q1",29097,27642,1455,0.05,0.218,0.000
"SC","1977Q2",29784,28295,1489,0.05,0.223,0.000
"SC","1977Q3",30534,29008,1527,0.05,0.229,0.000
"SC","1977Q4",31325,29759,1566,0.05,0.235,0.000
"SC","1978Q1",32154,30546,1608,0.05,0.241,0.000
"SC","1978Q2",33071,31416,1654,0.0500254508,0.248,0.000
"SC","1978Q3",34037,32133,1904,0.0559535408,0.255,0.000
"SC","1978Q4",35050,32972,2078,0.0592840809,0.263,0.000
"SC","1979Q1",36105,33928,2177,0.0603007479,0.271,0.000
"SC","1979Q2",37162,34989,2173,0.0584785451,0.279,0.000
"SC","1979Q3",38220,36119,2102,0.0549887581,0.286,0.000
"SC","1979Q4",39290,37280,2010,0.051153259,0.295,0.000
"SC","1980Q1",40380,38361,2019,0.05,0.303,0.000
"SC","1980Q2",41523,39445,2078,0.0500477493,0.311,0.000
"SC","1980Q3",42692,40379,2313,0.05417854,0.320,0.000
"SC","1980Q4",43834,41170,2664,0.0607747703,0.329,0.000
"SC","1981Q1",44994,41869,3125,0.0694557934,0.337,0.000
"SC","1981Q2",46088,42497,3591,0.0779158504,0.345,0.000
"SC","1981Q3",47045,43179,3866,0.0821663933,0.353,0.000
"SC","1981Q4",47853,44039,3814,0.0797091849,0.359,0.000
"SC","1982Q1",48582,45072,3510,0.0722521504,0.364,0.000
"SC","1982Q2",49247,46203,3044,0.0618147287,0.369,0.000
"SC","1982Q3",49879,47226,2654,0.0532000015,0.374,0.000
"SC","1982Q4",50458,47935,2523,0.05,0.378,0.000
"SC","1983Q1",50995,48445,2550,0.05,0.382,0.000
"SC","1983Q2",51481,48907,2574,0.05,0.386,0.000
"SC","1983Q3",51976,49377,2599,0.05,0.390,0.000
"SC","1983Q4",52491,49867,2625,0.05,0.393,0.000
"SC","1984Q1",53099,50444,2655,0.05,0.398,0.000
"SC","1984Q2",53726,51040,2686,0.05,0.403,0.000
"SC","1984Q3",54420,51699,2721,0.05,0.408,0.000
"SC","1984Q4",55248,52486,2762,0.05,0.414,0.000
"SC","1985Q1",56138,53331,2807,0.05,0.421,0.000
"SC","1985Q2",57027,54176,2851,0.05,0.427,0.000
"SC","1985Q3",57925,55028,2896,0.05,0.434,0.000
"SC","1985Q4",58863,55920,2943,0.05,0.441,0.000
"SC","1986Q1",59870,56876,2993,0.05,0.449,0.000
"SC","1986Q2",60917,57871,3046,0.05,0.457,0.000
"SC","1986Q3",61997,58898,3100,0.05,0.465,0.000
"SC","1986Q4",63089,59934,3154,0.05,0.473,0.000
"SC","1987Q1",64154,60946,3208,0.05,0.481,0.000
"SC","1987Q2",65157,61899,3258,0.05,0.488,0.000
"SC","1987Q3",66108,62802,3305,0.05,0.496,0.000
"SC","1987Q4",67058,63705,3353,0.05,0.503,0.001
"SC","1988Q1",68042,64640,3402,0.05,0.510,0.001
"SC","1988Q2",69041,65589,3452,0.05,0.518,0.001
"SC","1988Q3",70035,66534,3502,0.05,0.525,0.001
"SC","1988Q4",71035,67484,3552,0.05,0.532,0.001
"SC","1989Q1",72059,68456,3603,0.05,0.540,0.001
"SC","1989Q2",73093,69438,3655,0.05,0.548,0.001
"SC","1989Q3",74141,70434,3707,0.05,0.556,0.002
"SC","1989Q4",75151,71393,3758,0.05,0.563,0.002
"SC","1990Q1",76115,72310,3806,0.05,0.571,0.002
"SC","1990Q2",77024,73173,3851,0.05,0.577,0.003
"SC","1990Q3",77861,73967,3893,0.05,0.584,0.003
"SC","1990Q4",78664,74731,3933,0.05,0.590,0.003
"SC","1991Q1",79493,75518,3975,0.05,0.596,0.004
"SC","1991Q2",80350,76332,4017,0.05,0.602,0.004
"SC","1991Q3",81230,77169,4062,0.05,0.609,0.005
"SC","1991Q4",82140,78033,4107,0.05,0.616,0.005
"SC","1992Q1",83075,78921,4154,0.05,0.623,0.006
"SC","1992Q2",84024,79823,4201,0.05,0.630,0.007
"SC","1992Q3",84980,80731,4249,0.05,0.637,0.009
"SC","1992Q4",85935,81638,4297,0.05,0.644,0.010
"SC","1993Q1",86892,82548,4345,0.05,0.651,0.010
"SC","1993Q2",87902,83507,4395,0.05,0.659,0.011
"SC","1993Q3",88992,84543,4450,0.05,0.667,0.012
"SC","1993Q4",90135,85628,4507,0.05,0.676,0.013
"SC","1994Q1",91304,86739,4565,0.05,0.684,0.015
"SC","1994Q2",92482,87858,4624,0.05,0.693,0.017
"SC","1994Q3",93652,88969,4683,0.05,0.702,0.021
"SC","1994Q4",94846,90104,4742,0.05,0.711,0.024
"SC","1995Q1",96072,91268,4804,0.05,0.720,0.028
"SC","1995Q2",97311,92445,4866,0.05,0.729,0.031
"SC","1995Q3",98583,93653,4929,0.05,0.739,0.036
"SC","1995Q4",99923,94927,4996,0.05,0.749,0.041
"SC","1996Q1",101385,96316,5069,0.05,0.760,0.050
"SC","1996Q2",102920,97774,5146,0.05,0.771,0.060
"SC","1996Q3",104487,99262,5224,0.05,0.783,0.074
"SC","1996Q4",106056,100753,5303,0.05,0.795,0.090
"SC","1997Q1",107552,102174,5378,0.05,0.806,0.108
"SC","1997Q2",109023,103572,5451,0.05,0.817,0.127
"SC","1997Q3",110557,105029,5528,0.05,0.829,0.152
"SC","1997Q4",112215,106604,5611,0.05,0.841,0.186
"SC","1998Q1",114008,108308,5700,0.05,0.855,0.233
"SC","1998Q2",115942,109650,6293,0.0542748397,0.869,0.300
"SC","1998Q3",118004,109928,8076,0.0684386048,0.885,0.385
"SC","1998Q4",120172,110172,10001,0.0832181093,0.901,0.478
"SC","1999Q1",122412,110442,11970,0.097782243,0.918,0.574
"SC","1999Q2",124695,110721,13974,0.1120675277,0.935,0.671
"SC","1999Q3",126959,111053,15906,0.1252842527,0.952,0.766
"SC","1999Q4",129169,111480,17689,0.1369423325,0.968,0.853
"SC","2000Q1",131323,112009,19315,0.1470769456,0.984,0.931
"SC","2000Q2",133410,112703,20707,0.1552155973,1.000,1.000
"SC","2000Q3",135396,113502,21894,0.1617038573,1.015,1.060
"SC","2000Q4",137306,114382,22924,0.1669541937,1.029,1.113
"SC","2001Q1",139171,115347,23823,0.1711808314,1.043,1.165
"SC","2001Q2",140989,116262,24727,0.1753832226,1.057,1.213
"SC","2001Q3",142783,117170,25613,0.1793847323,1.070,1.259
"SC","2001Q4",144570,118049,26520,0.1834444431,1.084,1.307
"SC","2002Q1",146366,118750,27616,0.1886800057,1.097,1.361
"SC","2002Q2",148142,119406,28736,0.1939758906,1.110,1.418
"SC","2002Q3",149947,119908,30039,0.2003289484,1.124,1.486
"SC","2002Q4",151803,120194,31610,0.2082272074,1.138,1.567
"SC","2003Q1",153730,120592,33138,0.2155612828,1.152,1.647
"SC","2003Q2",155826,121084,34742,0.22295455,1.168,1.731
"SC","2003Q3",158121,122083,36038,0.2279134102,1.185,1.800
"SC","2003Q4",160651,123986,36665,0.2282261155,1.204,1.835
"SC","2004Q1",163458,126930,36528,0.2234706587,1.225,1.832
"SC","2004Q2",166522,130665,35858,0.2153327519,1.248,1.803
"SC","2004Q3",169873,134672,35201,0.2072189289,1.273,1.773
"SC","2004Q4",173468,138439,35028,0.2019292008,1.300,1.768
"SC","2005Q1",177343,141618,35725,0.2014472889,1.329,1.806
"SC","2005Q2",181525,144609,36915,0.2033619632,1.361,1.871
"SC","2005Q3",185961,147923,38038,0.2045460719,1.394,1.933
"SC","2005Q4",190507,152090,38418,0.2016593346,1.428,1.958
"SC","2006Q1",194941,157086,37855,0.194186866,1.461,1.936
"SC","2006Q2",199165,162551,36614,0.183836884,1.493,1.878
"SC","2006Q3",203099,167596,35503,0.1748058544,1.522,1.827
"SC","2006Q4",206703,171322,35381,0.1711679639,1.549,1.827
"SC","2007Q1",209819,173269,36549,0.1741951626,1.573,1.896
"SC","2007Q2",212341,173958,38384,0.1807643101,1.592,1.999
"SC","2007Q3",214148,174416,39732,0.1855360331,1.605,2.076
"SC","2007Q4",215207,175640,39567,0.1838549909,1.613,2.073
"SC","2008Q1",215581,178363,37219,0.1726424228,1.616,1.956
"SC","2008Q2",215263,181880,33383,0.1550812418,1.614,1.759
"SC","2008Q3",214486,185254,29232,0.136288934,1.608,1.543
"SC","2008Q4",213577,187540,26037,0.1219086776,1.601,1.376
"SC","2009Q1",212835,187779,25057,0.117727471,1.595,1.325
"SC","2009Q2",212069,186648,25420,0.1198690457,1.590,1.346
"SC","2009Q3",211093,184789,26305,0.1246114645,1.582,1.394
"SC","2009Q4",209703,182849,26854,0.1280567672,1.572,1.425
"SC","2010Q1",207836,182133,25703,0.1236673819,1.558,1.363
"SC","2010Q2",205590,182222,23369,0.1136665555,1.541,1.240
"SC","2010Q3",203263,183286,19977,0.098280541,1.524,1.061
"SC","2010Q4",201262,185525,15737,0.0781906484,1.509,0.837
"SC","2011Q1",199747,188111,11636,0.0582524779,1.497,0.619
"SC","2011Q2",199233,189271,9962,0.05,1.493,0.441
"SC","2011Q3",199789,189800,9989,0.05,1.498,0.377
"SC","2011Q4",201139,189811,11327,0.056314814,1.508,0.428
"SC","2012Q1",202870,189828,13043,0.0642909765,1.521,0.494
"SC","2012Q2",204817,189849,14968,0.0730808795,1.535,0.567
"SC","2012Q3",206649,189875,16774,0.0811692135,1.549,0.637
"SC","2012Q4",208345,189905,18440,0.0885056861,1.562,0.701
"SC","2013Q1",210135,189940,20195,0.0961034932,1.575,0.769
"SD","1975Q1",25233,20061,5172,0.2049629021,0.253,0.000
"SD","1975Q2",24879,20388,4491,0.1805034048,0.250,0.000
"SD","1975Q3",24519,20695,3823,0.1559316801,0.246,0.000
"SD","1975Q4",24310,20985,3325,0.136769057,0.244,0.000
"SD","1976Q1",24294,21280,3014,0.1240508102,0.244,0.000
"SD","1976Q2",24480,21571,2909,0.1188311474,0.246,0.000
"SD","1976Q3",24762,21875,2887,0.1165832346,0.249,0.000
"SD","1976Q4",25126,22209,2918,0.1161190962,0.252,0.000
"SD","1977Q1",25719,22583,3136,0.1219206827,0.258,0.000
"SD","1977Q2",26644,22998,3645,0.1368212868,0.267,0.000
"SD","1977Q3",27720,23441,4279,0.1543595234,0.278,0.000
"SD","1977Q4",28756,23902,4854,0.1687860032,0.289,0.000
"SD","1978Q1",29698,24384,5314,0.1789274069,0.298,0.000
"SD","1978Q2",30644,24879,5765,0.1881282675,0.308,0.000
"SD","1978Q3",31581,25405,6176,0.1955501531,0.317,0.000
"SD","1978Q4",32535,25975,6559,0.2016096046,0.327,0.000
"SD","1979Q1",33576,26599,6977,0.2077992629,0.337,0.000
"SD","1979Q2",34673,27282,7390,0.2131478744,0.348,0.000
"SD","1979Q3",35701,28014,7687,0.2153190402,0.358,0.000
"SD","1979Q4",36545,28787,7758,0.2122896906,0.367,0.000
"SD","1980Q1",37255,29573,7682,0.2062107952,0.374,0.000
"SD","1980Q2",37638,30361,7277,0.1933467016,0.378,0.000
"SD","1980Q3",37561,31131,6430,0.1711948865,0.377,0.000
"SD","1980Q4",37167,31855,5312,0.1429344667,0.373,0.000
"SD","1981Q1",36697,32490,4207,0.1146430352,0.368,0.000
"SD","1981Q2",36298,33065,3233,0.089062199,0.364,0.000
"SD","1981Q3",35976,33585,2391,0.0664706759,0.361,0.000
"SD","1981Q4",35847,34055,1792,0.05,0.360,0.000
"SD","1982Q1",36384,34565,1819,0.05,0.365,0.000
"SD","1982Q2",37803,35913,1890,0.05,0.379,0.000
"SD","1982Q3",39313,37347,1966,0.05,0.395,0.000
"SD","1982Q4",40552,38525,2028,0.05,0.407,0.000
"SD","1983Q1",41265,39201,2063,0.05,0.414,0.000
"SD","1983Q2",41664,39541,2123,0.0509519582,0.418,0.000
"SD","1983Q3",41711,39625,2086,0.05,0.419,0.000
"SD","1983Q4",41843,39751,2092,0.05,0.420,0.000
"SD","1984Q1",42175,40066,2109,0.05,0.423,0.000
"SD","1984Q2",42504,40379,2125,0.05,0.427,0.000
"SD","1984Q3",42758,40608,2150,0.050289766,0.429,0.000
"SD","1984Q4",42868,40725,2143,0.05,0.430,0.000
"SD","1985Q1",43053,40900,2153,0.05,0.432,0.000
"SD","1985Q2",43356,41188,2168,0.05,0.435,0.000
"SD","1985Q3",43813,41558,2255,0.0514633875,0.440,0.000
"SD","1985Q4",44357,41828,2529,0.0570128466,0.445,0.000
"SD","1986Q1",44927,42187,2740,0.0609960799,0.451,0.000
"SD","1986Q2",45426,42608,2818,0.0620274448,0.456,0.000
"SD","1986Q3",45834,43018,2816,0.0614332861,0.460,0.000
"SD","1986Q4",46196,43343,2853,0.0617682595,0.464,0.000
"SD","1987Q1",46466,43516,2950,0.0634808035,0.466,0.000
"SD","1987Q2",46583,43594,2989,0.0641734716,0.468,0.000
"SD","1987Q3",46590,43633,2957,0.0634664207,0.468,0.000
"SD","1987Q4",46542,43694,2848,0.0611899026,0.467,0.000
"SD","1988Q1",46487,43857,2630,0.0565784762,0.467,0.000
"SD","1988Q2",46525,44074,2452,0.0526987207,0.467,0.000
"SD","1988Q3",46687,44322,2365,0.0506566081,0.469,0.000
"SD","1988Q4",46922,44576,2346,0.05,0.471,0.000
"SD","1989Q1",47213,44853,2361,0.05,0.474,0.000
"SD","1989Q2",47522,45145,2376,0.05,0.477,0.000
"SD","1989Q3",47896,45502,2395,0.05,0.481,0.000
"SD","1989Q4",48325,45909,2416,0.05,0.485,0.000
"SD","1990Q1",48875,46431,2444,0.05,0.491,0.000
"SD","1990Q2",49546,47069,2477,0.05,0.497,0.000
"SD","1990Q3",50427,47905,2521,0.05,0.506,0.000
"SD","1990Q4",51330,48763,2566,0.05,0.515,0.000
"SD","1991Q1",52288,49674,2614,0.05,0.525,0.000
